A1	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A2	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A3	A30	A31	A32	A33	A34	A35	A36	A37	A38	A39	A4	A40	A41	A42	A43	A44	A45	A46	A47	A48	A49	A5	A50	A51	A52	A53	A54	A55	A56	A57	A58	A59	A6	A60	A61	A62	A63	A64	A65	A66	A67	A68	A69	A7	A70	A71	A72	A73	A74	A75	A76	A77	A78	A79	A8	A9	B1	B10	B11	B12	B13	B14	B15	B16	B17	B18	B19	B2	B20	B21	B22	B23	B24	B25	B26	B27	B28	B29	B3	B30	B31	B32	B33	B34	B35	B36	B37	B38	B39	B4	B40	B41	B42	B43	B44	B45	B46	B47	B48	B49	B5	B50	B51	B52	B53	B54	B55	B56	B57	B58	B59	B6	B60	B61	B62	B63	B64	B65	B66	B67	B68	B69	B7	B70	B71	B72	B73	B74	B75	B76	B77	B78	B79	B8	B9	C1	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C2	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C3	C30	C31	C32	C33	C4	C5	C6	C7	C8	C9
g__CAG-914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1229	0	0	0	0	0	0	0	0	0	0	4128	0	0	0	0	0	0	0	0	0	0	0	5035	0	0	0	0	0	0	0	14303	0	0	0	0	1780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14099	0	0	389	0	0	0	0	0	124940	0	0	0	0	1660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1461	0	0	0	0	0	0	0	6049	8864	0	0	0	0	0	0	0	0	0	1458
g__UMGS1670	1029	1474	0	0	861	284	0	0	873	0	1823	0	0	514	331	0	803	260	0	284	0	667	0	0	884	357	1402	0	1674	475	3084	329	0	1003	0	0	517	3962	0	0	621	533	0	0	0	583	0	1485	425	0	0	0	2975	1870	497	264	363	454	0	0	1181	570	1048	0	579	1722	0	0	672	780	0	365	344	0	465	0	1401	1871	786	8286	0	0	480	0	613	795	366	486	3374	1159	2780	817	382	355	1555	2852	586	2164	1634	1928	1743	367	1101	3037	276	3601	4419	431	1714	2150	359	323	2951	445	552	1535	3752	1332	1511	2090	0	702	1737	0	551	7316	996	1029	810	441	0	793	1029	318	1125	337	1428	333	770	1239	557	1674	0	1688	330	0	661	488	1211	504	906	1893	1323	565	701	673	542	0	4780	1744	520	2968	2140	0	306	5013	1083	0	275	863	406	2293	1866	1109	581	1975	1214	562	1104	858	345	645	1265	0	2069	1602	0	341	2238	7078	936
g__UBA4248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__UMGS2070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49748	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	1903	0	0	1175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1354	0	296	18357	0	0	0	108126	0	0	0	0	0	6192
g__Bulleidia	0	399	0	334	827	0	0	0	0	0	3092	0	0	0	0	1106	0	0	536	683	0	351	273	515	0	0	858	0	0	0	0	0	0	1830	0	832	271	0	0	0	644	1798	0	0	0	345	0	0	0	1691	452	0	5238	943	312	0	0	376	873	909	3641	0	0	887	1302	0	3072	1015	0	1612	0	1279	0	357	0	0	0	0	0	1258	413	0	1038	3176	1284	0	429	345	3076	1405	416	385	4062	460	1483	1230	516	1887	9538	1787	0	0	4530	280	307	654	4220	454	0	381	0	0	986	1752	581	1351	337	484	1403	696	2117	576	859	396	718	321	2403	1876	652	1236	439	975	839	687	1547	0	0	307	0	1588	0	1267	4681	4413	881	609	2279	5703	356	2633	5660	1695	3512	462	394	1939	630	0	3453	1988	2288	2173	3137	627	1747	1268	1929	1435	345	744	1285	548	406	1331	0	420	2057	577	0	1401	956	0	676	558	266	778	530	659	3180	1005	2787
g__Clostridium	0	0	0	0	0	0	0	0	0	2188	346	0	0	390	0	1198	0	0	1927	403	0	0	0	412	0	0	465	0	0	0	0	0	0	0	0	0	509	0	289	0	0	0	298	284	0	0	0	0	0	0	0	0	0	353	593	0	302	0	0	0	0	0	319	1098	626	406	537	0	548	0	0	0	0	0	0	376	0	0	0	2655	0	0	338	10273	999	473	0	0	2706	5367	1241	890	1112	366	2988	364	1429	0	1648	642	3194	329	759	491	0	415	567	511	359	560	5735	865	492	0	769	1369	881	2665	1496	332	1853	1882	1085	2572	447	1419	565	408	719	985	417	1050	1200	4189	2202	0	419	1416	2846	5988	1041	1655	506	1017	381	2255	951	3645	3458	5472	479	808	624	1802	0	460	786	795	641	942	475	2292	1305	0	2029	1737	7927	349	0	5304	1420	1110	563	981	555	443	861	752	591	463	969	996	7394	0	1958	1207	523	3211	7753	1782	2809
g__UBA1191	0	858	0	552	1005	446	0	0	0	0	673	0	0	0	0	0	0	0	635	0	684	0	0	363	0	1074	0	0	582	0	0	0	350	0	503	343	0	599	0	729	557	285	425	1131	367	929	0	0	0	390	552	531	1016	727	390	1022	406	782	0	501	1908	0	799	1954	2135	952	431	460	1727	0	2485	0	688	1798	315	1837	2116	0	596	762	0	2432	399	1023	4785	628	9963	935	1701	358	701	303	2697	651	372	1084	576	291	1145	809	274	0	718	730	6261	0	551	890	369	1028	0	0	1882	297	2657	842	917	1106	2074	5059	1831	1847	5178	2962	1529	588	1168	510	1509	476	2115	987	975	1161	310	1362	547	664	1616	472	0	653	0	946	521	400	1445	1807	481	1031	1366	574	1109	0	0	1415	3449	447	2778	530	3401	588	878	266	1255	1287	934	619	2093	1670	552	1852	686	830	0	400	609	2033	0	621	5289	0	725	439	1625	9268	0	0	515	1056	1409
g__UMGS2069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1702	0	0	0	0	0	0	0	0	0	0	0	0	0	428	0	0	0	7332	7160	0	751	12424	0	0	0	0	0	0	0	0	0	0	0	12256	0	0	0	0	0	0	0	0	0	0	0	0	0	9082	0	397	0	0	1139	31888	0	0	0	364	0	0	0	0	3126	0	0	0	0	0	0	0	0	0	1072	0	1189	19150	0	0	0	0	0	322	0	5257	0	0	0	0	0	0	0	0	0	0	0	0	4364	0	0	0	0	0	0	0	0	0	0	30392	0	0	0	0	0	0	23781	0	0	0	484	8388	0	0	0	0	898
g__CAG-964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3373	0	0	0	0	0	0	0	0	0	0	0	0	0	11448	0	0	0	0	0	0	0	9123	0	0	0	0	0	0	12102	0	0	0	0	607	0	0	0	0	0	297	0	0	295	3082	290	0	277	0	0	0	0	0	0	1212	0	0	318	430	0	0	0	278	0	0	0	0	0	0	0	0	291	0	391	0	0	290	0	0	0	345	0	0	274	0	1614	2008	1485	725	0	0	0	0	3564	0	0	0	0	0	0	0	0	0	0	481	404	0	0	0	0	0	0	0	0	0	0	504	620	0	0	0	0	0	0	685	0	0	2084	446	0	494	0	1129	0	1053	118700	0	0	0	0	0	0	0	0	316	1271
g__UBA1752	0	0	0	0	445	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	284	0	1239	0	0	1041	0	0	0	0	0	0	0	0	817	0	0	0	0	0	0	0	0	0	2408	0	0	0	399	0	0	0	0	547	0	416	0	0	0	0	5332	0	443	0	0	0	0	0	0	340	0	0	0	0	446	0	0	295	553	1745	263	569	370	957	284	0	0	1788	802	0	576	0	0	425	495	0	0	0	638	313	0	0	0	0	0	0	0	709	0	361	848	36686	282	1265	2539	15444	0	16934	10633	0	0	0	412	580	0	324	0	0	852	0	0	0	5020	510	0	0	0	0	0	0	0	0	278	0	384	361	0	14800	0	0	7572	467	0	267	560	0	0	531	0	971	1087	0	0	0	605	316	452	402	1265	0	0	653	3362	0	15865	1287	0	0	0	7661	1367	0	0	0	661	1856
g__UMGS1820	0	1800	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	12611	0	0	0	0	0	0	0	0	470	1854	0	0	0	0	0	0	0	0	0	0	803	969	0	417	612	0	346	451	1579	386	0	354	0	267	288	0	861	417	0	0	0	0	297	3027	0	313	300	879	2436	0	1899	2542	741	1789	2999	0	1005	1218	1299	453	4198	0	330	1468	0	0	0	864	0	0	0	1017	304	0	0	0	1350	1736	20883	3921	1561	1475	796	1168	1113	395	418	283	776	285	0	0	359	0	367	444	520	562	0	520	452	929	1383	0	479	0	0	0	294	0	295	775	251	1444	660	257	955	581	272	972	24466	0	2118	890	0	444	975	0	0	918	0	0	1208	540	1074	3579	347	2156	0	0	2824	263	0	7481	671	0	3849	0	1329	1808	0	0	1272	1629	17344
g__CAG-41	258	0	0	0	0	5109	1112	0	0	0	711	393	0	293	2254	274	0	0	0	1318	285	0	841	0	1542	0	1574	0	320	299	1094	13305	1206	0	718	0	0	0	0	791	3053	4456	0	883	0	1402	291	3086	329	0	0	0	569	257	0	5810	0	0	0	0	1081	307	596	0	0	519	0	0	459	825	0	0	280	0	763	604	0	454	1571	4816	0	679	0	762	1158	1201	439	0	2231	627	0	341	4459	2781	956	1735	0	0	428	258	293	281	8757	267	1058	0	4343	2863	857	1775	346	1523	2629	619	291	582	2929	0	287	512	406	0	689	0	2884	2767	0	0	457	0	0	0	0	1100	1448	337	1542	874	0	556	0	267	0	5204	0	0	0	1521	308	1017	764	363	378	0	924	455	316	261	674	330	0	1027	1015	0	607	595	351	360	0	0	536	329	341	598	0	2998	737	0	286	293	7131	320	13281	0	595	505	0	0	492	3648	2253
g__F0040	0	548	0	716	368	288	0	0	313	0	2283	0	0	570	311	0	0	0	0	0	0	0	0	923	0	632	530	0	0	0	0	0	613	0	365	1242	1259	0	0	0	0	953	493	893	0	906	0	305	0	2217	614	403	636	1356	563	880	2114	659	999	0	0	0	0	304	0	0	347	0	0	0	358	445	2139	1238	0	661	647	0	366	445	2393	1378	644	2447	2395	0	1222	552	481	1621	782	0	1166	362	528	564	1069	2545	1583	318	669	449	0	550	0	435	722	426	0	0	0	276	609	1287	2408	0	1911	821	1089	2817	4456	1363	6434	8235	383	0	494	499	321	555	534	659	1071	2207	664	0	807	424	513	280	749	915	625	1421	1621	541	1377	797	1265	1482	0	726	3463	514	0	5702	2829	0	4535	2774	2551	798	5616	0	2986	2172	324	0	366	402	406	1045	662	1233	458	546	1538	4828	635	2452	3843	0	1215	429	692	7769	996	1145	2403	541	774
g__RUG806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	3546	621	0	0	0	278	0	0	0	1182	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	258	0	0	0	0	0	1484	285	415	0	492	1563	0	0	0	0	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	0	0	382	0	0	277	0	0	396	0	0	0	139274	0	0	484	0	0	0	0	0	0	0	0	0	0	0	13290	0	401	720	0	0	0	0	2500	0	0	0	0	643
g__UMGS687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	974	0	0	0	0	0	0	0	0	0	0	0	0	0	1150	0	0	0	6433	0	0	0	0	0	0	0	0	0	0	0	0	2071	0	0	0	6835	712	0	0	58837	13739	0	0	0	0	466	0	0	0	0	276	0	0	0	0	11130	0	637	0	0	0	0	0	0	0	0	0	0	5904	0	0	0	0	0	504	21424	1771	0	0	0	329	0	0	0	7245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18537	0	0	0	0	0	0	0	268	0	0	355	0	0	0	351	0	0	0	362	372	0	0	0	0	1514
g__UMGS1851	0	504	0	0	799	1361	357	0	0	0	4115	0	0	521	0	0	405	345	827	464	0	521	0	2394	0	736	0	676	994	0	579	0	0	0	2182	687	0	1559	0	421	0	653	0	656	0	1306	0	278	0	345	456	294	865	491	0	0	0	0	296	725	1027	0	308	844	1019	0	448	920	637	0	412	0	1125	455	682	515	424	404	602	2033	0	460	0	1586	1853	572	2055	983	1588	711	1113	432	4968	895	483	1130	724	0	890	1294	0	277	1294	768	1525	0	789	1186	0	1271	0	0	1608	923	1390	1899	1090	1059	1337	2446	2231	600	1786	2241	6320	415	394	770	2387	0	1107	703	709	2572	356	584	1042	715	1060	634	376	677	0	570	0	0	581	2028	683	1555	2348	751	2389	378	0	2163	1623	291	3096	397	1210	1062	2129	0	958	1833	288	684	823	2210	1233	2651	1175	1577	0	1546	1278	4097	0	1102	3861	0	1064	766	1385	3160	0	0	794	2456	5392
g__Methanomethylophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2456	0	7612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23248	0	0	0	0	0	0	0	0	0	0	32101	7456	0	0	0	0	0	0	0	47022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	999	0	0	0	0	0	16768	0	0	0	12589	692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7525	0	0	0	0	0	8966	0	0	0	0	0	0	0	0	0	0	0	0	1592
g__Pseudomonas_E	0	501	0	342	629	649	0	364	0	0	1594	0	315	437	0	0	0	320	789	458	445	793	0	810	0	1182	292	521	567	299	385	0	0	0	564	329	363	590	0	343	1856	682	0	432	0	687	0	442	0	464	361	361	527	666	276	302	383	385	458	480	351	0	441	515	578	390	399	553	522	341	393	295	717	592	392	802	567	623	330	2538	350	1095	378	1698	1797	679	1327	1104	1407	1391	900	2572	3173	869	866	4727	692	1566	1123	1007	438	661	877	1081	1434	400	979	903	600	545	437	760	1293	1133	908	1161	885	1031	2026	2075	1874	765	1604	1576	1193	1622	507	718	1377	651	1000	722	808	1863	580	652	625	1161	426	878	494	1970	310	1237	266	573	846	1230	870	1590	1596	1321	1426	473	0	1946	991	2142	1475	1411	1007	1968	2367	2139	1358	1949	341	894	867	2479	944	2052	843	1125	480	644	1466	1840	486	1598	2046	500	1359	925	1472	3447	649	673	1257	1797	2878
g__Fournierella	0	424	0	263	720	1209	545	0	0	0	1966	0	0	434	492	0	397	361	787	790	656	515	313	678	574	390	496	774	710	365	338	0	294	0	2234	339	310	530	0	443	1137	949	0	621	651	1597	0	556	0	0	0	437	1019	719	268	513	331	0	0	335	606	384	583	522	699	307	534	533	416	0	552	0	424	470	312	676	394	671	579	2966	708	827	0	1264	1403	814	935	1114	1510	1074	1164	469	2075	613	688	1530	732	308	980	932	523	559	1120	1412	2180	489	872	1767	1014	773	0	963	1363	609	1701	1152	955	687	1010	2080	1162	688	6115	1525	1184	847	525	1933	2436	304	1056	711	889	1452	616	531	778	1053	787	729	336	526	0	1182	298	0	463	545	1073	1333	1563	628	1633	360	0	2521	2106	617	7940	725	798	1174	1528	579	1121	2002	630	1018	863	3397	920	1433	833	1318	309	1066	943	915	357	953	3724	390	1450	701	1287	4163	0	0	1049	2261	3082
g__UBA11475	0	0	0	0	0	0	0	0	0	552	314	0	0	0	0	0	0	0	0	0	0	0	0	285	0	417	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	1083	0	0	0	0	0	0	0	0	0	0	0	0	588	0	0	0	0	325	0	0	0	0	0	0	0	0	0	379	0	0	262	0	0	595	0	0	0	3066	571	0	262	1954	12955	2735	565	0	377	483	0	2864	257	0	506	0	0	0	0	8183	0	0	0	0	0	0	0	0	0	435	0	1602	4957	13047	696	568	360	0	1037	328	272	4466	0	328	309	0	934	1129	1009	5077	0	0	0	2515	0	0	0	309	0	307	0	0	0	0	0	0	0	539	414	6446	1865	704	0	0	0	0	0	273	414	0	5252	12863	0	628	2131	1415	0	0	2211	1755	0	0	23241	0	1761	557	1604	0	0	15182	2718	600	0	0	4554	251	706
g__UMGS1387	0	0	0	986	563	0	0	0	700	0	0	0	0	0	0	0	338	0	0	0	0	383	0	317	0	299	2870	0	0	0	0	0	0	0	0	0	2389	306	278	0	0	267	0	0	0	630	0	0	0	0	0	0	0	1744	0	0	0	0	513	1131	0	0	2182	1405	343	0	0	617	0	475	501	7439	656	379	541	637	0	0	0	4902	0	262	0	3374	930	0	968	0	4449	769	1075	0	4501	384	4639	261	0	0	2187	4729	383	0	0	1895	395	0	813	1438	354	504	0	0	1156	3404	4888	707	454	2529	1120	2094	2684	4016	783	1599	0	0	0	1397	305	1549	673	494	519	401	0	268	0	556	872	595	0	0	0	1163	0	0	1012	293	3548	2251	756	0	466	980	0	3711	5284	0	832	1042	1094	484	1791	0	2811	3313	0	319	1721	2338	1319	2256	857	1761	0	820	4317	462	0	552	354	0	609	0	4140	1128	0	0	5744	1078	5313
g__Vibrio	0	0	0	0	0	0	0	0	0	485	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	877	0	303	0	476	268	0	350	417	287	477	1374	0	454	0	304	0	0	0	0	0	280	324	353	344	0	0	0	321	0	0	0	0	483	271	0	0	0	352	611	353	391	0	315	373	433	452	0	264	294	433	0	300	344	632	0	0	0	429	0	1364	377	570	0	474	0	0	263	633	0	330	275	0	329	302	670	424	0	1013	920	305	317	489	834	310	542	452	0	0	0	425	0	331	0	303	0	0	376	392	0	330	581	132411	1047	0	278	581	754	1200	646	351	459
g__Leclercia	0	0	0	0	0	0	0	0	0	0	0	0	1718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3929	0	4691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2258	0	2413	0	493	0	9731	2757	0	0	0	0	1570	0	0	0	0	0	1644	3438	0	0	0	0	0	3473	0	0	0	0	0	0	768	5831	346	0	0	0	0	0	0	0	0	1264	0	0	3803	0	0	0	0	0	0	0	0	0	0	1803	0	0	0	0	5939	0	13187	0	0	0	29003	0	0	445	0	0	0	0	0	0	929	508	431	0	0	0	1705	0	0	0	0	0	0	845	945	0	0	0	427	0	0	0	0	0	0	0	59184	0	0	0	0	0	0	855
g__Marseille-P4683	0	0	0	0	1636	680	573	0	355	0	854	0	0	699	0	0	291	306	1318	379	0	492	0	310	0	725	0	428	0	0	0	0	0	0	716	0	378	0	0	0	286	1348	0	0	0	731	0	0	0	0	519	0	417	1397	0	473	0	0	516	338	324	0	459	546	399	540	0	429	560	0	0	0	1045	309	491	2641	1397	385	1156	1526	0	1035	0	3192	2442	357	682	674	2291	871	627	0	2122	431	480	1302	577	0	714	919	0	0	720	664	630	627	387	666	3461	735	0	962	636	895	876	662	629	428	3062	8319	4913	493	3346	2472	4882	469	0	879	2022	470	601	458	405	2138	0	292	636	544	743	622	598	663	0	590	0	0	650	1099	1543	1162	4012	569	1601	295	0	2988	1073	0	3380	0	423	1566	3880	0	814	1334	0	315	835	7467	611	1483	916	1565	329	363	696	3964	0	1579	1370	0	1015	320	2072	4004	0	0	728	1509	5371
g__CAG-1138	0	0	0	0	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	417	0	431	736	328	281	0	0	508	0	0	411	0	0	804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1012	0	642	1193	674	340	0	322	360	774	0	0	0	0	0	0	277	0	321	0	0	0	0	702	369	0	133792	0	0	0	0	0	0	0	0	0	0	0	0	0	671	0	0	465	0	0	0	1076	0	0	807	0	424	0	0	0	0	373	0	0	0	395	0	0	1660	841	0	0	0	752	1590	0	0	321	357	1278
g__CAG-492	0	0	309	0	0	0	0	0	0	0	2920	0	0	0	0	0	0	0	0	0	266	375	0	0	0	0	0	670	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	801	0	0	334	0	1246	0	0	0	0	0	974	0	0	255	0	0	0	0	1493	0	0	1431	415	0	0	604	271	0	0	0	0	0	0	2732	0	0	0	0	281	0	0	1142	369	618	7674	0	0	0	285	0	0	0	0	6368	0	0	0	1259	0	294	815	7681	0	0	0	0	6121	0	0	0	429	0	853	0	921	0	1632	1124	0	0	0	774	11107	0	0	2080	1646	8858	0	0	0	528	340	973	541	4701	0	0	971	0	464	24033	0	2437	0	1149	272	2684	0	706	0	0	0	1383	0	2512	4954	0	0	3548	269	336	0	1292	0	2159	0	296	834	1016	1169	0	0	0	371	0	2683	0	280	667	0	0	416	8532	6430
g__Anaerotruncus	0	504	283	0	702	1612	276	0	0	0	1365	0	0	428	457	343	1673	528	512	1179	1143	421	2948	944	1434	690	0	1352	1145	4344	993	450	0	0	1916	987	343	1546	0	935	666	989	1154	1189	1122	690	294	1583	0	0	414	640	742	733	405	1566	0	0	0	416	1213	0	949	577	473	0	497	626	493	0	518	0	386	302	561	561	419	550	1167	1252	1222	440	0	1209	1524	466	711	888	952	917	713	346	1533	1003	1374	1111	349	271	781	1094	611	797	1581	727	1089	441	1182	877	1082	1057	0	961	1084	390	722	1258	1222	715	954	1728	1119	522	2938	891	1082	2211	428	698	1724	400	632	449	530	1130	374	367	780	926	921	724	262	468	0	844	0	0	469	637	605	1423	3210	496	1394	266	0	1324	803	639	2058	274	593	1468	1959	0	867	1278	265	562	635	2014	799	1417	809	896	297	862	711	802	0	712	4524	0	875	431	1234	2873	0	0	711	1602	3277
g__CAG-605	0	0	0	0	0	0	0	0	0	0	21100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3761	0	0	0	0	412	0	0	0	0	0	0	0	0	0	0	626	0	326	0	0	0	0	0	0	0	2019	0	0	0	599	0	6376	0	0	0	771	644	0	0	950	2513	1715	878	761	0	0	0	0	0	3260	0	2859	1061	0	0	0	0	0	369	2256	929	0	0	0	0	1677	477	0	0	0	1678	0	0	0	0	1948	0	1386	1107	6348	0	0	0	11665	0	0	0	939	0	0	0	0	805	2858	1133	466	0	4497	0	0	0	0	541	0	0	982	0	7447	1412	0	0	1630	338	0	0	820	863	0	0	0	0	0	0	0	691	0	0	0	46295	1263	0	0	0	0	0	0	545
g__UBA1394	0	0	0	0	256	0	0	0	0	0	1190	0	0	2724	0	0	0	1107	325	8787	301	288	0	0	315	0	0	0	471	0	3500	0	0	0	0	0	0	0	0	1183	0	36742	0	0	0	377	0	0	0	0	0	0	0	0	0	507	407	0	0	0	0	280	733	0	312	0	0	346	0	0	0	0	0	0	0	389	257	0	0	1192	463	698	0	1157	925	751	722	1593	807	1736	890	0	1528	975	1135	1732	376	507	599	1721	654	0	1527	502	524	383	728	378	404	314	0	362	675	0	756	458	1166	607	400	514	627	834	2090	757	2672	545	1038	340	724	1791	323	710	1095	983	354	375	366	1411	359	943	341	3720	0	1342	0	0	372	2095	257	799	822	348	468	0	0	684	757	0	420	2263	0	1163	3558	0	3489	1818	0	283	431	1601	613	909	938	2638	0	453	380	359	0	484	1670	0	483	563	727	1192	0	0	431	3841	1304
g__MX-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31478	0	0	0	0	26304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54045	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pauljensenia	0	0	0	0	739	649	0	0	0	0	739	0	0	0	1645	0	0	0	834	739	796	480	388	1163	0	0	765	0	0	0	0	727	458	0	0	0	1663	711	0	0	1049	0	0	397	0	1240	0	0	488	953	386	607	0	513	338	536	0	333	357	0	1106	539	0	684	0	0	0	0	0	612	381	644	868	991	545	385	514	0	519	738	365	1683	481	609	785	1163	491	1724	1144	648	1331	839	397	821	721	966	842	874	615	549	2251	597	2117	851	1469	905	658	1556	624	1047	1131	0	1355	1529	347	1609	462	499	0	1054	1153	1193	3799	0	2558	732	810	694	0	970	2041	1358	1464	1885	1021	435	0	652	0	574	0	794	0	446	0	2358	0	1816	708	517	2012	817	3424	0	0	806	431	515	3271	1393	692	2059	2907	7398	844	591	560	722	2008	768	1267	0	2301	2826	0	415	557	410	747	640	377	672	0	1530	1598	666	3350	421	739	711	5816
