SRR1927149	SRR1929408	SRR1929484	SRR1929485	SRR1929563	SRR1929574	SRR1930121	SRR1930122	SRR1930123	SRR1930128	SRR1930132	SRR1930133	SRR1930134	SRR1930136	SRR1930138	SRR1930140	SRR1930141	SRR1930142	SRR1930143	SRR1930144	SRR1930145	SRR1930149	SRR1930176	SRR1930177	SRR1930179	SRR1930187	SRR1930244
Mytilinidiaceae	22	63	19	8	37	35	110	21	86	34	8	27	20	11	8	11	96	42	19	16	35	8	2	5	8	2	15
Gloniaceae	145	153	32	32	84	43	118	37	179	60	17	26	95	47	18	24	152	46	36	20	65	17	15	20	13	42	56
Erysiphaceae	1029	1091	448	250	469	603	799	540	1252	584	154	285	684	419	230	304	932	289	413	144	786	268	75	334	157	301	396
Helotiaceae	354	354	91	75	183	130	393	132	391	298	44	54	207	84	55	50	243	70	68	58	142	57	34	50	27	79	77
Sclerotiniaceae	2121	2006	661	380	1276	1058	1820	1241	2383	1241	348	286	1585	739	352	561	2178	376	611	259	1476	402	190	475	251	529	654
Hyaloscyphaceae	250	332	102	83	162	155	287	91	375	171	35	52	213	87	32	58	272	75	59	36	221	63	44	70	36	65	119
Dermateaceae	288	472	150	90	230	103	435	110	389	196	68	78	176	91	45	109	445	95	65	35	176	45	12	66	55	39	104
Rutstroemiaceae	250	287	82	46	216	141	303	120	217	144	52	45	155	76	32	63	342	44	48	19	152	41	22	49	22	100	82
Leotiaceae	211	220	61	31	73	83	107	129	180	134	20	26	151	51	22	45	172	26	38	22	88	24	16	34	16	60	66
Cenangiaceae	130	132	54	20	70	44	105	44	137	87	11	8	103	30	13	21	82	12	31	8	80	21	6	17	7	13	30
Chlorociboriaceae	82	42	18	4	12	19	19	76	50	20	1	4	67	8	11	9	71	6	21	4	49	4	5	9	6	7	11
Ploettnerulaceae	14	32	10	4	28	8	53	8	37	5	5	1	13	15	6	6	30	6	6	4	15	4	1	12	2	7	7
Lachnaceae	190	304	120	68	183	191	183	179	214	198	54	38	180	115	30	93	310	37	60	25	218	77	23	39	42	111	104
Pseudeurotiaceae	138	215	48	42	126	77	325	46	230	75	21	49	112	71	30	49	210	77	38	26	108	31	21	25	37	24	37
Myxotrichaceae	160	78	21	27	53	50	113	74	96	59	14	8	114	5	8	25	163	10	11	25	73	6	2	6	7	47	11
Pleuroascaceae	28	36	12	11	27	7	44	11	22	10	1	5	22	26	6	3	35	14	11	7	29	8	2	20	1	5	5
Hypocreaceae	1011	1310	417	270	676	470	1410	489	1397	764	169	218	832	369	183	279	1239	373	267	149	532	169	75	187	107	372	271
Clavicipitaceae	483	684	181	111	308	238	748	233	914	283	85	130	349	160	75	102	717	196	129	99	360	84	25	109	38	65	186
Bionectriaceae	175	315	69	35	173	106	511	82	345	108	30	77	126	62	38	62	335	110	59	53	137	59	26	58	23	50	61
Nectriaceae	3851	4399	1355	710	2450	1705	4714	1952	4844	2051	635	885	2805	1176	630	1110	5058	1118	980	562	1970	806	310	816	426	760	1255
Ophiocordycipitaceae	399	550	183	86	335	306	778	224	654	300	57	145	284	147	82	168	779	242	124	119	249	110	42	89	49	75	122
Cordycipitaceae	580	813	201	106	365	263	946	288	767	325	85	209	415	185	120	163	1053	338	131	109	322	152	55	103	50	81	163
Stachybotryaceae	243	175	47	24	105	83	261	131	172	112	15	29	177	56	23	30	171	66	44	17	81	44	13	25	12	33	11
Sarocladiaceae	54	49	15	5	18	37	57	32	70	11	4	32	39	22	6	16	72	16	4	23	88	11	2	4	2	4	12
Microascaceae	191	162	40	20	85	80	186	37	149	73	13	28	99	46	18	31	112	25	27	18	97	14	8	14	32	17	32
Ceratocystidaceae	675	1191	325	194	592	438	1167	421	1201	439	157	227	516	265	136	214	1335	260	207	139	464	130	71	160	98	153	197
Gondwanamycetaceae	59	101	35	13	65	28	110	20	160	36	23	22	44	44	15	26	135	39	29	12	40	12	6	25	2	18	23
Chaetosphaerellaceae	465	1228	288	137	531	428	1849	403	1524	334	135	531	384	226	228	183	1661	763	229	249	458	202	53	77	63	129	241
Scortechiniaceae	2022	4261	959	489	1632	1508	6486	1418	5301	1189	410	1739	1641	762	706	699	5986	2723	665	962	1680	497	160	391	279	428	802
Bertiaceae	322	770	150	81	217	213	1049	220	1068	159	69	326	253	105	111	104	877	526	113	161	226	73	18	42	26	49	146
Glomerellaceae	2256	2715	843	438	1217	1010	2366	1000	2608	1213	341	471	1624	650	380	512	2861	627	563	273	1267	490	161	442	184	516	672
Reticulascaceae	11	45	12	3	14	34	18	10	42	12	2	7	6	4	3	3	44	4	8	4	21	10	3	5	4	5	3
Plectosphaerellaceae	167	334	78	35	169	144	441	146	506	189	30	135	107	124	51	75	543	158	64	79	171	45	18	75	22	120	95
Valsaceae	132	215	53	28	78	54	191	41	230	28	29	45	113	26	27	21	184	74	28	21	59	28	18	25	13	24	26
Gnomoniaceae	35	59	18	5	37	18	60	14	48	28	9	12	28	13	4	8	36	6	5	5	31	6	1	7	3	3	21
Cryphonectriaceae	329	206	52	33	103	122	275	79	345	91	21	61	222	89	43	54	308	101	55	24	160	46	13	34	39	118	61
Diaporthaceae	805	521	177	96	297	209	527	213	507	337	64	93	463	187	102	157	565	191	256	100	237	89	19	111	38	97	207
Schizoparmaceae	32	34	7	6	13	10	29	23	38	13	3	3	17	9	3	0	40	25	8	7	16	3	1	4	3	10	9
Phyllachoraceae	138	615	77	231	44	130	133	22	74	37	23	23	131	18	8	35	104	23	8	25	34	5	32	7	24	87	48
Sordariaceae	1574	2181	708	390	1284	932	2106	961	2177	1290	327	283	1180	723	278	419	2187	434	478	202	1091	341	147	426	186	347	533
Chaetomiaceae	116	227	45	20	69	58	225	106	308	77	24	38	121	24	36	30	267	118	40	48	111	25	8	22	3	33	41
Helminthosphaeriaceae	770	1655	383	219	713	542	2549	604	2071	473	221	713	624	304	323	310	2226	949	306	341	769	244	64	155	103	125	357
Ophiostomataceae	890	1436	370	192	512	459	1601	546	1440	461	174	445	702	296	215	275	1749	620	227	204	578	191	64	197	124	238	314
Coniochaetaceae	208	123	29	10	43	65	161	65	121	59	12	29	162	34	11	44	174	56	26	26	55	13	2	42	13	26	16
Magnaporthaceae	118	323	93	44	174	140	492	121	420	170	50	120	99	68	61	88	422	147	63	56	151	39	54	37	29	113	72
Pyriculariaceae	316	1104	210	307	264	230	415	142	434	186	64	83	279	184	92	120	463	140	150	74	287	109	58	77	49	118	140
Ophioceraceae	41	88	30	14	49	27	149	15	109	52	4	32	38	27	12	7	84	60	22	15	58	22	5	6	4	5	16
Togniniaceae	141	36	8	3	23	38	51	16	57	41	1	11	99	8	5	4	55	14	8	5	53	0	2	11	12	6	5
Xylariaceae	1118	1059	451	307	658	310	708	690	788	490	177	203	901	354	75	287	861	218	166	82	463	164	37	211	60	128	280
Diatrypaceae	73	78	32	13	101	48	145	24	62	80	11	12	38	14	13	13	65	18	26	8	54	42	7	19	1	7	44
Apiosporaceae	21	46	8	1	12	5	37	6	41	11	2	7	11	3	8	5	49	20	8	8	14	6	1	2	2	2	3
Microdochiaceae	4	31	6	7	8	7	29	7	32	4	4	5	14	4	4	14	64	25	4	11	10	3	0	0	2	0	5
Sporocadaceae	55	118	31	12	51	41	97	43	60	32	10	23	32	29	13	31	171	21	14	10	48	22	4	26	15	9	14
Hypoxylaceae	753	4097	703	615	427	380	577	337	793	553	109	131	534	255	117	189	737	137	167	93	466	110	70	182	59	139	264
Herpomycetaceae	17	16	5	6	10	5	26	4	26	4	1	1	22	2	3	3	10	3	6	0	6	3	0	2	0	4	0
Tremellaceae	9	28	6	2	6	23	32	10	36	7	3	7	9	17	9	8	37	17	14	6	19	45	2	9	1	3	10
Rhynchogastremataceae	21	67	27	7	24	12	45	15	49	61	15	22	15	9	7	16	65	19	3	12	47	2	1	1	4	5	4
Cryptococcaceae	396	458	80	46	154	222	537	111	367	132	42	95	208	78	49	74	640	103	72	61	178	51	17	34	24	42	68
Bulleribasidiaceae	19	28	6	4	14	18	62	9	30	9	1	15	17	4	2	1	16	16	3	2	8	6	1	4	1	3	11
Trimorphomycetaceae	299	127	29	18	44	50	142	57	209	36	4	26	200	46	30	23	306	121	39	26	49	9	6	20	6	19	21
Phaeotremellaceae	19	54	14	10	33	9	54	6	72	49	4	6	20	9	6	6	46	14	11	14	26	2	3	10	0	4	2
Bulleraceae	5	46	15	12	3	2	11	3	11	6	2	6	1	5	4	0	15	8	1	1	3	2	2	0	1	0	5
Mrakiaceae	23	116	34	21	22	41	87	26	167	23	13	42	32	19	17	20	113	36	22	8	27	11	0	6	1	3	11
Filobasidiaceae	23	33	9	2	29	10	67	10	38	69	9	12	12	9	5	14	40	13	13	2	4	1	1	10	20	1	5
Piskurozymaceae	32	44	15	12	22	31	81	17	106	10	5	10	24	12	13	15	46	31	19	8	28	12	2	8	7	16	28
Trichosporonaceae	287	1415	144	72	825	152	2207	188	1572	152	62	261	217	87	122	66	1968	390	125	117	245	117	25	69	30	39	136
Tetragoniomycetaceae	27	65	24	18	22	32	78	14	73	13	29	14	16	18	12	9	96	18	12	7	46	20	9	10	9	4	10
Auriculariaceae	44	113	22	15	33	56	127	40	127	50	6	35	47	20	27	40	247	71	19	35	37	20	3	11	6	7	19
Exidiaceae	12	61	13	6	20	20	96	15	70	10	7	15	13	6	11	13	80	38	10	20	14	4	5	7	2	3	9
Polyporaceae	190	462	100	43	229	151	850	147	745	182	41	220	189	73	103	80	543	305	92	98	227	55	17	52	35	55	94
Sparassidaceae	4	30	10	0	10	7	40	25	95	85	15	8	11	7	4	9	128	6	3	10	10	4	2	0	4	8	9
Steccherinaceae	24	50	8	7	24	11	66	14	51	13	7	19	11	8	12	1	32	19	14	5	14	14	5	5	4	4	10
Meruliaceae	19	26	10	3	17	32	76	22	70	8	2	12	19	11	10	13	48	20	15	10	29	6	3	6	1	1	9
Phanerochaetaceae	18	44	13	6	30	26	75	13	81	15	8	21	16	7	15	20	59	40	9	13	22	7	5	8	4	15	14
Fomitopsidaceae	18	76	19	7	20	18	100	21	94	17	7	26	16	10	10	7	78	42	16	11	28	10	1	11	5	9	14
Laetiporaceae	98	128	24	15	36	17	122	10	168	35	16	18	70	25	13	10	89	36	11	10	29	11	0	13	11	8	16
Dacryobolaceae	14	27	7	3	7	7	29	2	23	6	1	15	11	7	5	0	15	14	5	3	13	1	1	2	1	1	6
Grifolaceae	19	25	9	3	6	4	22	5	51	21	8	7	6	7	5	26	79	3	2	3	4	7	2	16	2	4	5
Gelatoporiaceae	37	42	11	8	14	10	65	11	41	34	2	9	13	5	12	4	60	31	12	11	15	7	1	9	27	4	1
Tulasnellaceae	22	63	14	5	8	12	27	26	39	6	10	13	12	2	3	3	33	10	6	6	11	2	0	5	2	2	12
Ceratobasidiaceae	56	146	38	24	60	67	175	111	166	96	18	50	71	53	18	27	188	46	22	20	98	34	8	25	12	8	38
Cantharellaceae	224	477	101	59	158	138	483	119	526	134	34	135	181	84	56	83	552	148	66	75	159	69	15	42	56	50	100
Botryobasidiaceae	10	50	11	10	14	14	45	14	29	2	4	9	8	16	7	7	13	22	9	9	14	4	1	14	3	1	24
Thelephoraceae	101	268	37	50	31	50	62	17	89	13	7	17	64	20	17	9	71	20	14	14	35	18	6	16	4	7	17
Hymenochaetaceae	75	189	54	42	74	38	125	45	154	39	12	20	60	24	16	32	141	32	18	20	62	10	9	13	4	11	35
Schizoporaceae	9	35	8	5	10	8	49	7	19	12	3	15	7	6	7	2	25	11	7	5	7	6	0	2	2	2	7
Serendipitaceae	122	117	22	22	28	53	67	31	88	12	10	17	88	21	11	4	75	14	8	16	113	15	6	16	6	32	13
Corticiaceae	34	24	11	3	8	31	23	5	40	5	2	11	38	2	4	0	34	23	7	6	10	1	1	2	3	2	4
Punctulariaceae	12	19	2	0	1	2	8	7	7	6	0	3	5	5	5	1	23	10	8	4	6	4	2	0	3	7	1
Gloeophyllaceae	17	40	16	5	15	24	82	25	73	21	4	14	12	10	7	8	46	7	9	9	18	10	1	15	4	9	11
Russulaceae	368	940	182	132	221	193	568	137	600	245	78	156	275	93	90	128	635	187	105	83	257	94	18	74	47	47	132
Bondarzewiaceae	53	145	40	11	80	90	159	44	150	32	11	37	57	22	21	16	81	62	28	22	53	15	5	35	11	7	16
Hericiaceae	51	110	27	21	52	28	197	51	133	42	14	43	46	38	29	31	154	72	19	11	73	7	7	28	10	13	17
Albatrellaceae	10	39	15	6	33	15	55	5	34	10	3	12	7	8	1	11	57	2	2	7	11	7	3	5	1	3	7
Stereaceae	64	26	5	4	3	10	22	16	51	9	0	5	36	3	2	16	38	11	4	2	4	1	1	3	0	7	3
Peniophoraceae	36	99	27	11	51	28	149	12	106	24	11	24	26	5	10	12	93	27	8	13	46	10	0	3	4	8	19
Hydnodontaceae	36	34	7	8	8	9	24	4	42	6	4	3	19	9	8	4	23	9	5	4	10	0	2	0	0	3	4
Schizophyllaceae	66	88	8	11	32	26	140	52	138	12	9	29	52	13	26	14	83	49	31	21	29	14	6	14	12	7	11
Agaricaceae	296	441	137	80	273	195	446	134	473	592	76	66	259	186	64	119	432	97	102	60	212	62	36	98	50	84	91
Tricholomataceae	522	1784	355	180	578	488	1764	535	1941	440	157	237	399	219	207	225	1674	342	254	164	519	122	85	185	119	195	218
Bolbitiaceae	53	103	25	11	32	38	118	31	176	47	12	29	46	31	28	25	122	57	55	20	77	6	5	26	29	8	24
Cortinariaceae	36	90	23	13	60	20	126	38	111	39	6	36	16	24	23	13	118	40	19	13	46	5	2	16	8	11	10
Pluteaceae	36	61	11	3	18	34	49	53	90	25	11	9	26	16	10	25	110	11	7	10	19	6	1	9	10	32	20
Clavariaceae	27	82	24	7	58	33	198	27	125	45	14	47	31	22	18	42	182	62	33	14	58	9	5	8	0	7	33
Fistulinaceae	5	13	5	0	6	11	11	0	14	13	0	3	5	3	7	7	27	11	6	0	6	3	4	2	0	2	2
Strophariaceae	116	603	100	85	83	66	192	65	224	92	35	27	87	30	48	28	207	88	71	29	115	32	11	23	19	67	38
Amanitaceae	220	250	60	28	144	66	336	46	250	81	28	66	159	73	44	58	235	53	63	30	97	52	14	59	20	51	50
Hygrophoraceae	32	33	7	6	21	22	62	10	58	25	2	16	38	8	9	19	48	20	11	0	32	2	0	7	6	6	6
Nidulariaceae	16	17	4	6	11	13	36	16	41	16	10	9	11	13	3	7	69	7	5	2	4	2	2	4	42	2	18
Omphalotaceae	87	281	69	46	186	101	391	78	257	119	35	34	79	35	29	50	219	59	43	29	206	35	11	39	19	30	52
Crepidotaceae	20	65	12	8	32	15	86	18	118	14	9	15	10	15	4	0	55	17	8	2	13	3	5	9	10	6	18
Pleurotaceae	217	1406	70	33	123	171	384	136	324	76	20	62	208	43	94	76	468	144	116	36	213	30	13	23	8	16	112
Psathyrellaceae	18	40	5	9	33	16	109	16	60	4	3	15	13	4	12	7	62	18	13	14	20	9	2	7	0	4	15
Marasmiaceae	74	67	16	8	74	29	68	20	74	10	9	15	50	8	22	12	65	33	24	8	31	13	6	4	4	7	11
Physalacriaceae	124	284	70	28	136	82	312	86	341	83	29	58	112	57	42	39	256	82	51	36	131	48	8	28	27	25	43
Lyophyllaceae	312	499	137	60	137	188	388	145	454	144	56	83	251	113	52	69	419	90	60	36	209	67	21	76	28	52	109
Pterulaceae	50	17	5	8	41	26	97	6	20	22	7	13	33	9	13	14	39	11	19	1	29	11	2	17	0	1	12
Sclerodermataceae	13	39	17	7	5	6	26	24	47	21	8	7	8	4	3	7	15	5	9	3	6	4	0	4	1	4	5
Boletinellaceae	13	14	3	2	5	19	14	12	29	3	2	5	8	3	3	2	13	8	2	0	6	2	2	0	1	4	3
Pisolithaceae	28	50	13	6	26	16	95	28	98	22	7	15	19	14	9	6	62	25	7	6	21	8	1	6	4	14	12
Boletaceae	173	468	132	68	157	154	406	100	411	118	46	62	130	83	40	65	345	81	57	53	145	44	18	37	33	27	66
Paxillaceae	48	61	14	8	24	14	91	27	78	9	4	29	31	18	21	6	74	36	16	19	33	5	6	10	3	64	7
Gomphidiaceae	73	426	142	275	55	61	140	25	129	53	8	45	33	72	3	9	106	9	9	4	28	5	6	32	2	36	9
Rhizopogonaceae	244	281	61	33	94	94	272	88	324	76	52	59	174	46	59	95	364	91	105	40	105	33	32	43	17	40	57
Suillaceae	119	106	24	24	66	71	157	41	204	59	14	41	112	23	26	26	164	34	39	27	81	20	17	18	13	27	43
Coniophoraceae	25	21	6	5	17	6	37	7	58	6	1	6	6	7	2	2	31	4	1	8	24	5	1	0	3	3	4
Serpulaceae	27	74	17	16	36	24	56	54	104	43	9	12	32	12	8	15	31	7	7	4	22	11	0	21	16	38	10
Atheliaceae	149	147	44	14	58	75	177	61	160	87	19	23	100	33	28	59	250	48	42	15	103	23	10	28	9	32	39
Jaapiaceae	8	38	4	2	2	11	28	10	40	9	5	8	5	3	1	16	105	4	2	18	6	2	3	3	2	2	3
Amylocorticiaceae	28	16	4	4	20	5	78	4	28	1	6	9	17	4	22	3	15	14	10	5	18	5	3	1	0	3	5
Sphaerobolaceae	64	131	51	23	50	33	73	30	94	34	8	12	57	28	11	27	108	26	15	22	51	22	9	5	6	12	18
Gomphaceae	248	853	269	113	213	132	418	239	272	158	69	60	155	55	22	71	299	58	27	39	155	54	7	73	35	31	49
Dacrymycetaceae	63	86	20	7	34	19	119	29	105	15	14	24	32	17	6	8	63	33	9	8	26	12	1	14	19	4	12
Chionosphaeraceae	6	14	2	1	4	3	15	0	16	3	1	7	1	1	1	23	55	8	3	1	1	0	0	7	0	1	4
Microbotryaceae	18	38	7	6	5	12	39	4	75	12	2	11	18	4	9	7	66	8	4	11	18	1	2	9	2	25	6
Leucosporidiaceae	17	53	12	6	22	5	68	9	43	12	8	10	10	6	10	5	53	35	7	6	25	3	0	9	1	3	9
Sporidiobolaceae	121	269	49	32	141	107	534	76	362	38	18	94	104	56	58	21	248	225	44	89	113	58	5	12	8	15	56
Camptobasidiaceae	5	5	1	0	6	3	24	1	23	1	0	6	3	5	3	0	9	13	1	2	7	3	0	0	1	2	2
Melampsoraceae	642	671	197	101	398	286	682	220	841	294	85	95	461	164	105	129	710	160	179	72	254	115	51	97	92	171	133
Pucciniaceae	1178	1485	529	323	694	622	1063	519	1322	860	182	194	901	474	181	384	1340	257	307	138	753	241	139	309	178	362	339
Cronartiaceae	139	283	95	67	113	123	198	183	317	139	35	51	120	72	24	74	220	42	38	17	232	46	26	54	18	44	44
Sphaerophragmiaceae	2902	3621	1236	718	1963	1389	2363	1388	2892	1955	483	382	2177	979	428	732	2880	410	743	244	1708	432	330	781	359	893	894
Cystobasidiaceae	134	68	19	14	30	13	95	19	57	8	3	9	65	6	10	3	46	8	2	10	33	10	2	2	1	6	8
Erythrobasidiaceae	127	72	14	7	30	15	90	24	67	33	16	24	89	10	16	11	80	24	12	8	17	13	2	21	4	5	11
Symmetrosporaceae	5	21	1	0	5	3	28	2	12	7	0	8	6	3	2	0	11	11	4	9	6	2	0	0	0	1	3
Mixiaceae	5	4	1	1	4	0	8	9	17	1	0	2	3	8	2	1	1	0	0	2	1	0	0	1	0	0	0
Ustilaginaceae	140	376	61	36	217	118	879	133	529	80	27	132	202	59	51	58	422	271	60	60	132	62	16	47	18	68	48
Anthracoideaceae	9	10	3	0	8	7	33	7	42	2	1	11	3	4	3	5	13	7	3	2	14	1	0	7	1	0	1
Violaceomycetaceae	18	29	10	3	34	11	95	10	93	5	3	13	9	21	33	8	47	39	46	6	13	2	1	7	25	3	14
Cryptobasidiaceae	3	49	15	8	34	19	94	16	56	13	2	9	6	5	8	15	101	19	6	5	9	8	2	2	0	3	11
Brachybasidiaceae	37	93	19	13	36	29	73	20	68	12	18	3	17	37	4	17	44	6	9	7	12	6	5	11	4	6	26
Tilletiaceae	41	128	32	12	45	50	124	20	149	25	26	30	54	19	17	26	146	65	19	20	45	18	1	25	12	9	34
Ceraceosoraceae	12	40	7	5	21	15	66	13	39	7	9	12	8	5	3	20	55	16	9	5	16	5	2	10	2	1	11
Golubeviaceae	7	34	15	7	14	5	33	22	40	24	14	8	11	7	5	2	36	10	12	4	16	5	10	7	1	1	6
Malasseziaceae	65	217	58	19	42	49	289	40	239	23	24	76	43	18	24	19	232	133	27	34	84	17	13	7	29	33	34
Wallemiaceae	6	39	10	4	5	6	13	97	32	5	3	8	5	2	9	5	16	7	12	4	13	8	1	6	4	6	6
Geminibasidiaceae	3	24	2	4	11	14	26	18	43	9	0	7	3	5	6	0	18	16	7	3	12	6	0	1	1	2	1
Francisellaceae	617	304	70	47	61	45	131	59	218	47	18	9	411	57	16	25	246	13	17	19	92	19	8	15	33	74	33
Piscirickettsiaceae	915	351	79	44	191	106	500	66	313	114	36	46	487	66	24	75	490	61	45	28	115	39	15	38	32	70	51
Thiotrichaceae	868	467	106	52	105	90	326	56	326	93	44	48	553	43	27	73	577	58	33	32	83	50	14	34	37	73	38
Fastidiosibacteraceae	121	86	23	11	44	18	74	9	67	10	5	6	79	15	10	21	121	14	19	4	122	39	5	8	6	19	2
Thiofilaceae	42	19	6	2	3	0	7	1	13	1	1	0	24	1	1	2	21	3	2	0	0	2	0	0	0	1	1
Moraxellaceae	35332	92796	13170	18394	28669	24267	65614	40978	81946	49880	25824	16892	18810	14154	6314	40126	98468	7394	7004	3520	46781	5507	3471	16992	17512	7850	14569
Pseudomonadaceae	3888	5534	974	600	1825	1449	8295	1578	6511	1471	468	2226	2988	754	950	746	7007	3466	823	988	1624	620	82	381	210	367	946
Enterobacteriaceae	52244	964305	309208	125711	18526	16381	71086	173169	42644	20722	58623	106079	24747	14121	33234	13687	74269	73939	40041	7546	8892	2906	3337	15354	36930	5595	24885
Erwiniaceae	3139	1608	401	236	454	327	1336	496	1377	281	144	279	1967	257	142	287	1991	385	208	160	432	112	50	156	75	247	310
Pectobacteriaceae	1242	758	151	80	162	143	546	149	552	102	58	144	774	85	59	80	797	173	60	66	174	47	38	75	64	102	100
Yersiniaceae	3447	2239	334	186	458	278	1282	506	1228	223	133	311	1809	293	123	253	1850	331	131	139	335	112	41	170	140	200	336
Hafniaceae	464	168	42	23	48	53	168	35	130	40	13	42	267	18	11	17	217	54	12	18	39	13	40	35	4	27	34
Morganellaceae	5444	1560	292	167	313	321	682	315	1112	270	128	126	3226	219	130	269	1830	171	154	90	321	113	40	139	1254	365	161
Budviciaceae	375	125	33	12	19	18	60	11	79	19	4	16	266	25	5	26	151	16	4	4	43	2	2	11	7	17	9
Legionellaceae	1353	703	165	113	207	142	559	131	533	107	54	73	827	101	63	109	693	77	80	56	238	58	31	55	60	183	103
Coxiellaceae	173	116	30	17	22	49	55	30	76	20	4	11	105	22	7	24	71	18	10	17	21	5	5	6	11	8	7
Chromatiaceae	998	463	85	47	153	72	446	86	374	65	37	125	639	42	37	78	544	184	37	70	85	25	6	19	11	76	41
Ectothiorhodospiraceae	162	248	61	27	128	77	587	69	304	54	10	134	126	36	35	36	445	186	37	72	102	26	15	12	4	47	47
Halothiobacillaceae	127	86	25	12	21	27	73	9	83	15	3	17	96	7	8	10	93	22	11	12	20	12	1	10	2	6	4
Granulosicoccaceae	23	12	4	0	8	3	18	8	17	1	0	5	11	3	3	4	19	6	1	2	9	1	0	2	2	2	3
Wenzhouxiangellaceae	4	11	5	0	1	5	30	0	21	2	0	12	0	0	3	1	21	8	0	2	5	1	0	0	0	1	1
Woeseiaceae	1	20	7	3	4	5	14	3	5	0	2	4	0	1	2	2	29	4	2	4	1	2	0	0	0	0	3
Thioalkalibacteraceae	17	7	2	1	4	0	20	0	14	1	1	8	15	1	1	0	9	11	0	0	2	1	0	0	0	2	2
Xanthomonadaceae	698	1818	354	131	460	370	2411	420	6478	396	502	865	506	276	1172	181	1946	2088	1526	306	492	138	42	62	45	131	727
Rhodanobacteraceae	151	406	76	31	196	95	920	110	576	84	45	226	126	60	79	47	569	340	50	102	128	34	7	30	6	8	69
Cardiobacteriaceae	9	66	8	3	11	4	46	13	31	18	2	15	23	8	4	5	75	20	6	3	6	6	1	2	1	1	9
Methylococcaceae	795	702	162	79	208	175	712	171	618	165	38	117	513	109	50	96	825	160	73	87	172	65	31	71	44	86	127
Halomonadaceae	1288	1169	260	138	332	243	1468	266	1044	257	78	449	789	137	112	148	1469	556	99	137	368	81	17	115	37	80	146
Oceanospirillaceae	3299	1028	191	96	318	175	890	205	990	276	74	161	1939	143	87	186	1683	166	94	93	213	76	28	55	49	247	108
Oleiphilaceae	1	46	28	6	7	21	6	9	14	8	0	0	9	3	2	2	22	6	1	2	8	0	0	15	1	0	0
Alcanivoracaceae	170	186	32	17	107	31	342	33	285	31	15	65	96	24	20	31	433	67	11	22	46	17	5	15	6	13	17
Hahellaceae	186	46	13	5	16	10	39	2	48	16	9	1	152	7	2	11	68	8	3	2	11	3	0	1	0	10	16
Saccharospirillaceae	264	43	8	9	9	8	31	7	37	7	1	9	167	5	6	14	71	14	7	7	8	2	1	6	1	8	3
Litoricolaceae	67	32	3	2	4	3	13	3	9	3	1	0	38	1	0	2	21	1	0	1	4	1	0	1	0	1	0
Kangiellaceae	137	108	21	11	38	19	69	42	54	35	7	9	75	9	4	19	149	13	6	10	16	11	1	10	13	31	10
Endozoicomonadaceae	144	103	27	12	23	35	88	99	157	36	9	23	77	39	17	21	116	23	20	11	24	10	7	30	10	24	22
Alteromonadaceae	6138	1466	243	186	441	318	1531	264	1385	233	112	284	3583	174	127	325	2354	335	135	168	360	112	38	144	60	403	186
Pseudoalteromonadaceae	5099	967	170	118	246	173	681	269	761	207	61	88	2921	148	55	250	1607	101	74	56	187	75	55	83	57	228	117
Colwelliaceae	3110	527	101	79	119	91	214	57	435	108	30	58	1856	75	47	91	912	56	57	42	72	21	24	42	20	170	70
Shewanellaceae	4373	957	249	105	241	182	594	167	750	138	58	57	2731	96	60	192	1607	121	99	72	173	37	15	51	32	254	89
Moritellaceae	531	76	8	12	11	9	55	10	46	26	5	2	287	11	6	28	93	7	5	5	17	8	5	4	23	30	3
Ferrimonadaceae	160	20	6	1	3	12	42	6	32	8	1	17	92	4	1	11	64	19	1	6	7	2	0	0	0	8	1
Idiomarinaceae	818	285	46	38	35	39	107	40	228	38	19	34	487	30	26	73	535	39	24	33	56	10	5	22	9	63	28
Psychromonadaceae	1312	279	69	48	51	48	152	115	164	39	20	24	751	53	13	51	381	21	24	8	34	21	2	38	10	101	39
Vibrionaceae	18013	3750	810	439	846	732	2099	637	2555	646	239	367	10800	426	235	834	5985	399	330	255	816	271	115	245	158	1073	417
Succinivibrionaceae	473953	95710	13376	17076	89476	48652	132401	148051	26712	151932	3172	1973	296747	833	243	3738	25166	263	357	419	7505	264	958	3749	350	65283	25051
Aeromonadaceae	1950	883	150	94	251	141	964	216	841	156	72	297	1169	67	88	3538	2060	365	84	169	205	78	21	63	27	149	88
Pasteurellaceae	20216	32912	4020	2813	1682	1001	4524	2053	5110	2498	917	222	12721	658	124	2516	23758	160	172	145	939	95	270	836	5880	537	1171
Salinisphaeraceae	4	26	9	2	7	2	28	7	27	2	3	4	5	1	1	1	20	6	1	2	7	0	2	4	0	1	3
Orbaceae	1319	253	68	36	352	53	511	30	3379	175	117	16	827	126	156	511	1087	104	1284	17	40	39	13	107	5	101	32
Acidiferrobacteraceae	1	5	2	1	3	1	17	4	11	0	1	6	1	1	2	1	11	5	0	5	1	1	0	0	0	0	2
Cellvibrionaceae	397	324	89	42	101	63	299	96	282	39	27	79	253	28	35	44	300	77	24	25	91	19	7	25	8	34	38
Halieaceae	233	215	49	30	44	41	197	60	237	29	16	70	142	16	28	17	207	90	18	49	41	26	3	7	5	11	33
Microbulbiferaceae	134	86	26	12	29	19	132	20	61	40	2	19	89	7	10	11	124	28	9	14	23	7	0	6	2	18	17
Porticoccaceae	149	109	26	20	32	30	115	31	111	32	21	20	89	8	10	29	212	24	13	17	30	11	5	11	8	5	25
