SRR1927149	SRR1929408	SRR1929484	SRR1929485	SRR1929563	SRR1929574	SRR1930121	SRR1930122	SRR1930123	SRR1930128	SRR1930132	SRR1930133	SRR1930134	SRR1930136	SRR1930138	SRR1930140	SRR1930141	SRR1930142	SRR1930143	SRR1930144	SRR1930145	SRR1930149	SRR1930176	SRR1930177	SRR1930179	SRR1930187	SRR1930244
Webervirus	0	31	9	4	61	0	172	3	30	1	0	0	0	0	0	0	0	0	0	0	0	8	0	6	0	0	0
Rtpvirus	0	0	0	0	20	1	42	0	11	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0
Tlsvirus	0	0	0	0	52	0	172	0	114	0	0	0	0	0	0	0	5	0	0	0	0	22	0	2	0	0	0
Rogunavirus	0	1	1	0	11	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
unclassified Tunavirinae	0	2	0	0	171	0	543	1	363	5	0	0	0	0	0	0	0	0	1	0	0	53	792	18	0	0	0
Eclunavirus	0	2	1	0	27	0	93	0	19	2	0	0	0	0	0	0	1	0	0	0	0	4	0	4	0	0	0
Hanrivervirus	0	2	2	0	69	0	290	0	17	2	0	0	0	0	0	0	0	0	0	0	0	3	44	8	0	0	0
Sertoctavirus	0	0	0	0	25	0	65	0	57	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5	0	0	0
Camvirus	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Likavirus	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Arequatrovirus	0	5	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0
Acadianvirus	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coopervirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pipefishvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified Bclasvirinae	0	0	0	0	0	0	1	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reyvirus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brujitavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0
Limdunavirus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lederbergvirus	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Podoviridae: environmental samples (321841)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Enquatrovirus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lightbulbvirus	0	11	6	1	1	0	1	0	0	0	9	0	0	0	0	2	4	1	0	0	0	0	0	0	0	0	0
Gamaleyavirus	0	5	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Litunavirus	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1
Pagevirus	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luzseptimavirus	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Schmidvirus	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Jwalphavirus	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ithacavirus	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fipvunavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
crAss-like viruses	2983	2193	611	273	131	42	181	4249	15319	2419	27764	461	2045	90	2007	4159	31632	839	3099	54	34189	946	130	164	3638	55	3026
Guerin_crAss_Alpha	2319	27	8	5	19	3	29	307	8	158	2	0	1658	22	92	3205	23157	53	162	33	5136	559	29	99	13	21	141
Guerin_crAss_Beta	297	188	79	23	98	35	127	3934	12060	2165	7	3	282	41	1394	16	47	782	2917	5	101	328	25	61	21	11	295
Guerin_crAss_Gamma	1	1	0	0	1	0	0	1	4	0	0	0	2	1	1	1	1	1	3	0	1	0	0	0	0	8	0
Guerin_crAss_Delta	365	1976	524	245	13	4	25	7	3247	95	27755	458	103	26	520	937	8427	3	16	16	28950	57	76	4	3603	15	2589
Teseptimavirus	1	25	5	2	0	1	6	4	5353	0	1	3	2	6	0	30	0	1	0	0	0	0	0	1	0	0	3
Phikmvvirus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Zindervirus	635	15154	4398	2004	4	885	9	0	0	214	826	0	300	0	14	775	26	0	0	15	1	0	0	0	0	0	21
unclassified Autographivirinae	3	3	0	0	2	0	7	0	5	2	0	0	2	0	0	0	3	4	0	1	2	6	0	0	0	0	0
Drulisvirus	3	778	181	74	1	2	0	0	0	933	176	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	2
Friunavirus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Przondovirus	2	4	1	1	0	0	1	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Pradovirus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rosenblumvirus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cepunavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
unclassified Picovirinae	1	0	1	0	0	1	0	0	3	2	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0
unclassified Caudovirales	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Caudovirales: environmental samples	2	30	8	3	0	0	4	0	7	0	1	1	2	1	0	1	17	0	0	1	4	2	1	5	6	0	0
unclassified Ackermannviridae	1	6	1	1	1	2	3	1	1	2	1	0	1	0	1	0	0	0	0	0	1	1	5	1	2	10	0
Limestonevirus	0	2	0	0	5	1	36	1	3	2	0	2	0	0	1	0	1	0	2	1	0	1	0	0	0	1	1
Kuttervirus	6	17	3	1	0	0	0	2	1	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0
unclassified Herelleviridae	1	1	1	1	1	2	1	1	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	4
unclassified Spounavirinae	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Okubovirus	2	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Siminovitchvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Agatevirus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
Caeruleovirus	2	2	0	1	0	0	0	1	3	2	0	4	0	1	0	3	2	1	1	1	3	0	0	0	0	2	0
Bequatrovirus	2	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Bastillevirus	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitunavirus	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Wphvirus	5	11	1	5	0	0	0	2	3	0	0	0	17	0	0	0	2	1	0	0	20	0	4	0	0	3	0
Tsarbombavirus	2	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4
Kochikohdavirus	0	1	0	0	3	1	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified Brockvirinae	1	9	0	0	1	3	2	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
Pecentumvirus	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kayvirus	3	0	1	0	2	0	4	2	2	28	0	0	4	1	1	1	2	0	1	1	2	1	1	0	0	0	11
Twortvirus	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Silviavirus	0	2	0	0	0	0	1	1	0	0	0	0	4	0	1	0	1	0	0	1	0	0	0	0	0	0	0
Sepunavirus	0	0	0	0	0	0	1	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified Twortvirinae	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Circovirus	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1
unclassified Circoviridae	1	8	0	0	1	0	2	0	13	0	0	0	2	0	2	0	0	1	1	0	1	1	0	0	0	0	0
Ascovirus	0	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0
Asfivirus	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0
Gammapapillomavirus	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	1	1	0	0	0	0	0
Alphapapillomavirus	1	0	0	0	4	1	16	0	5	0	0	0	0	0	0	0	2	1	0	2	0	2	0	0	0	0	0
Taupapillomavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Alphapolyomavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0
Betapolyomavirus	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Deltapolyomavirus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gammapolyomavirus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Viruses: environmental samples (186616)	384	1313	262	200	561	563	1670	536	1265	464	192	356	403	261	221	120	1028	306	253	212	421	160	51	104	63	84	420
Whispovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Nanovirus	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Babuvirus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified Bicaudaviridae	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	2	8	0	0	1	0	0	0	0	0	0	0
Simplexvirus	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Varicellovirus	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	0	0
Iltovirus	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scutavirus	1	0	0	0	0	1	0	1	2	2	0	2	0	0	0	3	0	0	1	0	0	0	0	0	0	1	1
Cytomegalovirus	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Muromegalovirus	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Roseolovirus	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Proboscivirus	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Lymphocryptovirus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Rhadinovirus	2	1	1	0	2	4	5	0	18	0	0	0	2	8	3	0	0	8	3	2	0	0	0	0	0	0	0
unclassified Gammaherpesvirinae	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Macavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Percavirus	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Ictalurivirus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Batrachovirus	0	1	1	0	0	0	4	0	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Cyprinivirus	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aurivirus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	1	0	6	1	1	0	1	0	0
Mimivirus	37	69	10	4	28	37	59	11	49	11	1	10	37	8	10	3	36	9	8	0	37	13	3	4	1	7	7
Cafeteriavirus	2	4	0	0	0	0	1	0	1	3	0	0	0	0	0	0	4	1	1	0	2	0	0	0	0	0	1
Tupanvirus	41	8	0	1	3	3	4	9	15	2	0	2	15	6	0	4	7	1	0	2	15	1	0	2	0	0	1
Indivirus	48	0	0	0	10	5	11	2	0	0	0	0	13	1	0	1	0	0	0	1	0	0	0	0	1	0	0
Catovirus	0	2	5	1	5	6	2	72	1	3	2	0	2	2	1	2	1	1	1	0	3	0	0	0	0	0	1
Hokovirus	7	6	1	0	8	0	5	0	8	3	1	0	4	2	3	3	9	1	3	1	6	7	2	1	1	1	0
Klosneuvirus	2	8	3	2	4	6	9	1	6	11	0	0	2	2	0	2	7	0	1	1	1	3	1	0	0	1	2
Gammatorquevirus	0	1	2	0	1	0	0	0	2	7	0	0	0	1	0	0	1	0	1	0	2	0	0	0	0	0	0
Marseillevirus	3	0	0	0	0	0	4	0	1	0	0	1	1	1	0	0	3	1	1	1	1	0	0	0	0	0	0
Glossinavirus	0	0	0	0	0	0	0	0	0	0	0	0	3	6	1	0	1	4	4	0	0	0	0	0	0	0	0
Colecusatellite	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified Nudiviridae	1	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	3	0	7	1	0	0	0	0	0
Betanudivirus	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	17	0	0	0	0	0	0
Betalipothrixvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
unclassified Lipothrixviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rudivirus	0	0	0	0	0	1	1	1	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
unclassified Ligamenvirales	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemycircularvirus	0	19	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemykibivirus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sputnikvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
Deltasatellite	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alphatristromavirus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Lentivirus	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	1	4	0	0	1	0	0
Betaretrovirus	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gammaretrovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Felispumavirus	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Badnavirus	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0
Porprismacovirus	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
unclassified bacterial viruses: environmental samples	186	110	28	18	611	110	1077	25358	1792	40	10	10	187	201	13	36	184	18	16	6	361	6	19	62	9	33	27
Cystovirus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orthoreovirus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dinovernavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Orbivirus	5	0	0	0	0	6	0	2	6	5	0	0	1	0	0	0	5	0	0	0	2	0	1	0	0	1	0
Rotavirus	3	12	5	2	1	3	1	1	7	1	0	0	0	1	1	4	2	4	0	5	2	1	6	0	0	0	0
Cardoreovirus	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified Totiviridae	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Victorivirus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alphapartitivirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Alphavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Flavivirus	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0
Hepacivirus	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified Flaviviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Sapovirus	0	0	0	0	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Norovirus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Potyvirus	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0
Ipomovirus	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Tritimovirus	0	2	0	0	0	2	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Closterovirus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alphacoronavirus	4	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Betacoronavirus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gammacoronavirus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deltacoronavirus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Torovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Luteovirus	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Betachrysovirus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterovirus	0	1	0	0	0	0	1	0	0	0	0	0	4	0	2	0	0	1	0	0	0	0	0	0	0	0	1
Hepatovirus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kobuvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Poecivirus	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Cripavirus	46	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified Dicistroviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Marnavirus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillarnavirus	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locarnavirus	1	0	0	0	2	0	6	0	0	0	0	2	2	0	0	0	2	0	0	0	1	1	0	0	0	0	4
Torradovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Comovirus	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fabavirus	0	0	0	0	5	0	13	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	2	0
Nepovirus	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iflavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
unclassified Iflaviridae	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sopolycivirus	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Posavirus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Alphaendornavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Potexvirus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carlavirus	1	0	0	0	3	5	11	0	0	0	0	0	1	1	0	0	1	0	0	0	5	0	0	0	0	0	0
Foveavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0
Wamavirus	3	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Avulavirus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Morbillivirus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Orthopneumovirus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified Rhabdoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Perhabdovirus	2	4	2	0	3	1	1	0	3	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0
Hapavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Orthobornavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Mammarenavirus	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Emaravirus	0	8	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Orthohantavirus	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mobatvirus	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Shaspivirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Orthobunyavirus	1	0	0	0	2	0	1	0	1	0	0	0	2	1	0	0	0	0	0	0	5	1	0	0	0	0	0
Phlebovirus	3	0	0	0	0	0	0	0	0	7	0	0	2	0	0	3	3	0	0	0	1	0	0	0	0	0	0
Laulavirus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orthotospovirus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alphainfluenzavirus	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	3	0	0	1	0	0	0	0
unclassified dsDNA phages	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
unclassified archaeal dsDNA viruses	0	13	0	1	3	1	25	0	3	3	0	3	1	2	1	0	4	2	0	0	0	0	0	0	0	0	0
unclassified dsRNA viruses	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified RNA viruses ShiM-2016	17	4	3	1	6	2	3	10	9	4	0	2	5	0	0	10	12	1	3	1	7	1	10	2	0	2	1
Pithovirus	44	5	2	0	1	0	0	8	0	6	5	3	15	0	1	9	32	0	1	0	2	0	0	5	1	0	0
Pandoravirus	2	5	2	0	1	0	3	0	7	4	0	3	0	0	0	2	11	4	0	1	1	0	0	0	0	3	2
unclassified ssRNA negative-strand viruses	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Homo	3276	3352	985	569	1549	1342	2652	1462	3406	1409	471	475	2308	920	552	662	3015	654	856	383	1690	582	364	576	343	823	1055
unclassified Fungi	406	327	262	28	322	124	303	28	340	280	10	29	403	52	21	160	479	18	28	26	279	120	16	25	16	35	125
Chytriomyces	13	34	3	6	38	9	65	12	44	4	6	5	8	9	1	6	28	14	9	13	12	4	2	0	2	6	14
Spizellomyces	12	45	7	6	12	6	15	15	26	11	4	2	16	6	4	4	29	4	6	3	25	6	1	4	0	6	10
Powellomyces	45	28	7	4	3	10	31	18	58	20	2	3	28	8	3	7	35	6	4	8	10	3	0	0	2	10	9
Batrachochytrium	26	108	27	23	42	38	94	17	51	19	17	12	36	21	6	19	86	16	11	11	56	8	7	15	3	10	10
Homolaphlyctis	50	30	5	3	12	12	50	5	35	17	3	3	26	9	3	5	29	17	3	5	7	4	4	1	0	3	8
Rhizophlyctis	94	49	13	4	32	13	79	18	52	10	8	7	62	8	3	9	74	4	5	6	16	2	4	4	3	15	5
Caulochytrium	9	24	1	1	13	6	44	7	24	1	2	24	3	1	6	3	28	21	5	8	13	1	0	0	0	0	8
Synchytrium	88	32	2	1	7	24	20	3	45	6	4	5	48	6	5	1	31	6	11	2	17	5	3	2	1	9	8
Blyttiomyces	23	47	8	4	8	24	22	28	67	13	3	18	9	6	3	5	40	9	4	1	13	5	3	4	1	1	7
Gonapodya	29	52	4	8	18	6	32	11	39	7	7	6	17	14	7	7	52	17	11	11	6	5	2	6	3	6	9
Piromyces	681	777	329	191	446	416	336	609	565	450	97	65	472	268	65	177	626	72	141	61	333	178	93	167	75	218	237
Enterocytozoon	66	98	36	12	50	21	112	131	111	43	10	15	52	24	14	9	55	34	25	21	72	14	7	11	402	30	34
