SRR1927149	SRR1929408	SRR1929484	SRR1929485	SRR1929563	SRR1929574	SRR1930121	SRR1930122	SRR1930123	SRR1930128	SRR1930132	SRR1930133	SRR1930134	SRR1930136	SRR1930138	SRR1930140	SRR1930141	SRR1930142	SRR1930143	SRR1930144	SRR1930145	SRR1930149	SRR1930176	SRR1930177	SRR1930179	SRR1930187	SRR1930244
Thelephora	67	13	0	2	13	12	23	2	27	4	0	5	42	11	5	1	26	11	8	4	13	6	0	1	1	3	1
Sarcodon	34	255	37	48	18	38	39	15	61	9	7	12	22	9	12	8	44	9	6	10	22	12	6	15	3	4	16
Fomitiporia	31	49	13	11	24	11	33	2	37	21	4	6	27	5	4	15	51	6	2	10	8	2	3	3	1	0	11
Pyrrhoderma	26	102	28	20	29	13	46	16	46	8	2	8	17	11	8	3	56	15	10	6	35	6	3	5	2	4	17
Sanghuangporus	17	38	12	11	20	14	45	27	71	10	6	6	16	8	4	14	34	11	6	4	18	2	3	5	1	7	7
Schizopora	9	35	8	5	10	8	49	7	19	12	3	15	7	6	7	2	25	11	7	5	7	6	0	2	2	2	7
Rickenella	8	24	4	2	34	13	97	3	23	2	1	4	10	8	12	2	35	16	7	5	8	5	6	4	0	2	12
Serendipita	122	117	22	22	28	53	67	31	88	12	10	17	88	21	11	4	75	14	8	16	113	15	6	16	6	32	13
Limonomyces	34	24	11	3	8	31	23	5	40	5	2	11	38	2	4	0	34	23	7	6	10	1	1	2	3	2	4
Punctularia	12	19	2	0	1	2	8	7	7	6	0	3	5	5	5	1	23	10	8	4	6	4	2	0	3	7	1
Neolentinus	17	21	6	1	6	11	35	20	34	2	1	3	9	4	5	1	22	3	6	5	7	7	1	5	0	3	3
Gloeophyllum	0	18	10	4	9	13	47	5	39	19	3	11	3	6	2	7	24	4	3	4	11	3	0	10	4	6	8
Heliocybe	12	19	1	1	6	4	42	1	12	3	0	7	10	6	6	1	15	10	4	4	9	1	2	2	1	2	7
Russula	86	592	95	87	79	72	195	60	231	112	29	59	74	39	18	53	237	55	36	24	80	34	3	21	19	14	44
Lactarius	183	263	58	35	111	89	298	65	275	108	31	76	138	40	55	59	262	105	46	50	144	44	7	45	11	19	55
Lactifluus	98	83	28	10	31	32	73	12	93	24	17	21	62	14	17	16	135	26	22	9	32	15	8	8	17	12	32
Heterobasidion	41	90	22	9	63	50	120	13	93	28	2	29	44	13	11	10	41	42	12	14	25	6	4	9	8	5	9
Bondarzewia	12	55	17	2	17	40	39	31	56	4	9	8	12	9	10	6	39	19	16	8	28	9	1	26	3	2	7
Hericium	29	61	18	15	21	14	93	13	41	25	10	24	26	10	16	13	93	36	12	7	41	5	6	12	3	8	6
Dentipellis	22	48	9	6	31	14	104	38	92	17	4	19	20	28	13	18	60	35	7	4	32	2	1	16	7	5	11
Albatrellus	10	39	15	6	33	15	55	5	34	10	3	12	7	8	1	11	57	2	2	7	11	7	3	5	1	3	7
Stereum	64	26	5	4	3	10	22	16	51	9	0	5	36	3	2	16	38	11	4	2	4	1	1	3	0	7	3
Peniophora	36	99	27	11	51	28	149	12	106	24	11	24	26	5	10	12	93	27	8	13	46	10	0	3	4	8	19
Sistotremastrum	36	34	7	8	8	9	24	4	42	6	4	3	19	9	8	4	23	9	5	4	10	0	2	0	0	3	4
Schizophyllum	54	72	7	10	24	21	111	27	85	11	6	27	43	8	19	14	65	37	25	15	25	10	3	3	2	2	10
Gloeostereum	12	16	1	1	8	5	29	25	52	1	3	2	9	5	7	0	18	12	6	6	4	4	3	11	10	5	1
Agaricus	24	40	15	14	19	8	54	6	48	389	4	5	23	9	5	4	30	13	9	1	24	8	1	25	1	4	5
Coprinus	19	53	21	5	7	17	24	5	34	14	1	14	9	15	4	8	18	7	14	9	38	11	3	24	3	3	7
Leucoagaricus	229	332	97	59	229	157	329	118	363	159	68	43	212	156	46	85	336	71	69	46	144	40	30	46	45	74	75
Macrolepiota	23	15	3	2	17	12	39	5	28	29	3	4	14	6	9	22	47	5	10	4	5	3	2	3	1	3	4
Collybia	6	47	5	1	2	9	36	7	64	3	2	4	6	5	28	2	39	59	59	8	12	0	2	1	4	14	8
Laccaria	24	104	35	17	64	35	177	27	169	14	12	47	26	11	16	27	98	65	16	8	64	35	19	9	19	53	13
Tricholoma	369	746	188	98	316	266	714	271	845	286	66	98	252	133	79	104	681	123	100	95	289	59	48	93	36	74	119
Lepista	23	92	17	7	29	35	71	92	88	50	21	10	23	22	10	15	62	15	13	17	33	8	6	7	4	5	13
Baeospora	54	568	69	37	109	108	582	97	612	44	45	61	55	34	44	27	585	46	39	24	46	13	7	51	48	26	40
Megacollybia	30	78	17	8	17	18	48	9	52	26	5	2	20	8	14	18	78	22	15	3	22	4	1	11	3	4	14
Macrocystidia	14	146	22	11	40	15	133	30	110	16	5	14	15	5	15	29	128	10	10	8	51	2	1	13	4	18	10
Agrocybe	35	72	20	5	22	19	89	13	117	30	7	17	34	20	23	19	87	45	46	20	55	2	4	18	26	5	11
Panaeolus	18	31	5	6	10	19	29	18	59	17	5	12	12	11	5	6	35	12	9	0	22	4	1	8	3	3	13
Hebeloma	21	30	7	4	15	4	30	23	41	17	3	19	12	14	9	7	41	18	9	4	20	2	1	15	6	3	7
Gymnopilus	15	60	16	9	45	16	96	15	70	22	3	17	4	10	14	6	77	22	10	9	26	3	1	1	2	8	3
Volvariella	10	32	5	2	10	8	25	36	42	7	2	4	11	4	3	10	28	1	4	3	9	3	1	4	7	29	10
Pluteus	26	29	6	1	8	26	24	17	48	18	9	5	15	12	7	15	82	10	3	7	10	3	0	5	3	3	10
Clavaria	27	82	24	7	58	33	198	27	125	45	14	47	31	22	18	42	182	62	33	14	58	9	5	8	0	7	33
Fistulina	5	13	5	0	6	11	11	0	14	13	0	3	5	3	7	7	27	11	6	0	6	3	4	2	0	2	2
Pholiota	15	52	12	3	18	4	46	11	73	37	4	2	10	8	15	3	28	16	9	5	48	10	1	2	5	32	1
Stropharia	17	367	53	55	7	9	21	18	17	12	4	8	8	6	2	2	30	19	7	1	6	3	0	7	4	24	11
Hypholoma	10	52	8	4	26	22	30	5	35	7	10	3	14	3	9	11	54	13	10	12	34	2	3	4	2	0	16
Psilocybe	53	58	16	11	19	12	62	16	30	12	2	6	38	7	16	7	48	20	29	5	14	15	4	3	6	5	2
Galerina	20	72	10	10	12	19	32	14	67	23	15	8	17	6	6	5	46	19	16	6	13	2	3	7	2	6	8
Amanita	220	250	60	28	144	66	336	46	250	81	28	66	159	73	44	58	235	53	63	30	97	52	14	59	20	51	50
Hygrophorus	32	33	7	6	21	22	62	10	58	25	2	16	38	8	9	19	48	20	11	0	32	2	0	7	6	6	6
Crucibulum	16	17	4	6	11	13	36	16	41	16	10	9	11	13	3	7	69	7	5	2	4	2	2	4	42	2	18
Lentinula	33	135	32	19	111	24	222	24	99	31	14	8	31	9	13	15	80	27	17	13	109	17	2	16	3	12	15
Omphalotus	3	22	4	3	6	16	14	2	28	1	3	5	4	6	3	3	14	3	1	2	1	10	1	3	3	2	7
Gymnopus	51	124	33	24	69	61	155	52	130	87	18	21	44	20	13	31	124	28	25	14	96	8	8	20	13	16	30
Crepidotus	20	65	12	8	32	15	86	18	118	14	9	15	10	15	4	0	55	17	8	2	13	3	5	9	10	6	18
Pleurotus	217	1406	70	33	123	171	384	136	324	76	20	62	208	43	94	76	468	144	116	36	213	30	13	23	8	16	112
unclassified Agaricales	11	32	2	5	7	18	22	14	17	22	3	4	9	2	3	5	16	9	4	11	11	4	3	1	1	0	9
Coprinopsis	18	40	5	9	33	16	109	16	60	4	3	15	13	4	12	7	62	18	13	14	20	9	2	7	0	4	15
Moniliophthora	74	67	16	8	74	29	68	20	74	10	9	15	50	8	22	12	65	33	24	8	31	13	6	4	4	7	11
Flammulina	29	62	22	5	7	19	29	16	29	8	7	8	25	7	6	1	22	17	8	4	21	9	1	6	6	6	5
Armillaria	40	87	18	10	88	17	185	30	140	36	7	25	39	30	19	24	140	25	24	12	62	18	6	13	12	11	19
Cylindrobasidium	5	31	6	2	2	5	10	9	19	5	3	2	7	3	1	4	17	6	0	4	7	7	0	1	2	3	3
Hymenopellis	50	104	24	11	39	41	88	30	153	34	12	23	41	17	16	10	77	34	19	16	41	14	1	8	7	5	16
Hypsizygus	28	40	15	8	16	14	95	24	66	24	6	20	21	15	11	5	79	12	15	14	20	9	3	5	3	0	13
Lyophyllum	16	41	9	3	18	13	76	18	48	12	3	9	12	7	7	8	38	19	5	5	23	19	1	4	3	2	8
Termitomyces	268	417	113	49	102	161	216	103	339	108	47	54	217	91	34	56	301	58	40	17	165	39	17	67	22	50	88
Dendrothele	30	92	29	16	31	46	65	35	90	31	6	9	32	14	12	19	86	10	15	9	40	20	12	12	7	39	21
Pterula	50	17	5	8	41	26	97	6	20	22	7	13	33	9	13	14	39	11	19	1	29	11	2	17	0	1	12
Scleroderma	13	39	17	7	5	6	26	24	47	21	8	7	8	4	3	7	15	5	9	3	6	4	0	4	1	4	5
Phlebopus	13	14	3	2	5	19	14	12	29	3	2	5	8	3	3	2	13	8	2	0	6	2	2	0	1	4	3
Pisolithus	28	50	13	6	26	16	95	28	98	22	7	15	19	14	9	6	62	25	7	6	21	8	1	6	4	14	12
Boletus	46	231	34	22	42	59	91	36	135	41	11	21	45	30	17	10	67	32	30	22	36	23	8	10	13	11	15
Tylopilus	11	66	20	8	18	12	53	4	23	9	9	6	7	16	3	1	23	13	2	1	10	8	5	3	0	1	1
Butyriboletus	0	3	2	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	16
Caloboletus	9	49	48	24	4	1	14	14	13	3	9	2	1	6	1	29	89	3	7	2	3	1	1	9	6	1	0
Retiboletus	0	1	1	0	2	0	1	2	4	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
Xerocomus	26	14	4	3	31	33	94	20	22	10	0	12	21	7	3	8	41	19	2	15	24	0	1	2	0	2	3
Chiua	13	30	12	1	18	6	70	7	66	18	4	3	13	4	4	1	28	3	2	0	37	5	0	3	2	1	3
Pulveroboletus	34	16	5	0	6	5	15	7	41	4	1	5	18	9	7	5	43	6	9	6	7	4	0	3	0	5	9
Neoboletus	32	56	6	10	33	33	65	9	105	30	11	12	23	11	3	11	51	5	5	7	25	3	2	6	10	3	16
Paxillus	39	52	12	7	13	13	59	22	52	6	3	22	25	17	18	4	67	31	15	17	27	4	5	5	3	60	5
Hydnomerulius	9	9	2	1	11	1	31	5	26	3	1	7	6	1	3	2	7	5	1	2	6	1	1	5	0	4	2
Chroogomphus	73	426	142	275	55	61	140	25	129	53	8	45	33	72	3	9	106	9	9	4	28	5	6	32	2	36	9
Rhizopogon	244	281	61	33	94	94	272	88	324	76	52	59	174	46	59	95	364	91	105	40	105	33	32	43	17	40	57
Suillus	119	106	24	24	66	71	157	41	204	59	14	41	112	23	26	26	164	34	39	27	81	20	17	18	13	27	43
Coniophora	25	21	6	5	17	6	37	7	58	6	1	6	6	7	2	2	31	4	1	8	24	5	1	0	3	3	4
Serpula	27	74	17	16	36	24	56	54	104	43	9	12	32	12	8	15	31	7	7	4	22	11	0	21	16	38	10
Athelia	74	72	27	9	33	50	100	38	83	58	10	13	48	23	10	39	151	22	17	5	53	18	8	14	4	23	16
Fibularhizoctonia	55	56	7	3	13	21	43	15	41	18	7	7	37	4	3	10	47	10	8	4	21	1	2	5	2	7	17
Piloderma	20	19	10	2	12	4	34	8	36	11	2	3	15	6	15	10	51	16	17	6	29	4	0	9	3	2	6
Jaapia	8	38	4	2	2	11	28	10	40	9	5	8	5	3	1	16	105	4	2	18	6	2	3	3	2	2	3
Plicaturopsis	28	16	4	4	20	5	78	4	28	1	6	9	17	4	22	3	15	14	10	5	18	5	3	1	0	3	5
Sphaerobolus	64	131	51	23	50	33	73	30	94	34	8	12	57	28	11	27	108	26	15	22	51	22	9	5	6	12	18
Gomphus	91	726	242	97	164	52	304	153	146	104	58	39	61	29	11	41	154	29	18	31	82	41	3	56	26	15	21
Ramaria	157	126	26	16	48	80	114	86	126	53	11	20	94	26	11	30	144	29	9	8	73	13	4	17	9	16	28
Calocera	58	53	11	5	27	13	90	27	86	11	12	19	27	17	5	8	55	28	4	5	22	6	0	14	9	3	10
Dacryopinax	5	33	9	2	7	6	29	2	19	4	2	5	5	0	1	0	8	5	5	3	4	6	1	0	10	1	2
Cystobasidiopsis	6	14	2	1	4	3	15	0	16	3	1	7	1	1	1	23	55	8	3	1	1	0	0	7	0	1	4
Microbotryum	18	38	7	6	5	12	39	4	75	12	2	11	18	4	9	7	66	8	4	11	18	1	2	9	2	25	6
Leucosporidium	17	53	12	6	22	5	68	9	43	12	8	10	10	6	10	5	53	35	7	6	25	3	0	9	1	3	9
Sporidiobolus	31	50	14	3	29	36	94	23	63	8	8	17	17	21	13	5	45	32	6	18	31	10	2	2	3	4	19
Rhodotorula	89	218	35	29	112	71	439	52	298	30	10	77	87	35	45	16	203	193	37	70	81	48	3	10	5	11	37
Glaciozyma	5	5	1	0	6	3	24	1	23	1	0	6	3	5	3	0	9	13	1	2	7	3	0	0	1	2	2
Melampsora	642	671	197	101	398	286	682	220	841	294	85	95	461	164	105	129	710	160	179	72	254	115	51	97	92	171	133
Uromyces	786	839	312	180	385	346	475	328	641	537	113	68	577	256	75	245	720	77	159	65	394	132	78	174	75	227	162
Puccinia	392	646	216	142	309	275	588	190	680	323	69	126	323	218	106	138	619	180	148	73	358	109	60	135	103	135	176
Cronartium	131	242	71	58	92	117	152	178	272	101	31	47	94	56	17	65	180	36	37	7	191	41	24	52	14	38	41
Endocronartium	8	41	24	9	21	6	46	5	45	38	4	4	26	16	2	9	39	6	1	3	41	5	2	2	4	6	3
Austropuccinia	2902	3621	1236	718	1963	1389	2363	1388	2892	1955	483	382	2177	979	428	732	2880	410	743	244	1708	432	330	781	359	893	894
Hemileia	1492	1502	580	357	688	553	931	723	1151	694	210	156	999	475	152	314	1191	173	289	133	736	355	147	238	172	356	414
Cystobasidium	15	35	11	8	5	7	22	4	27	6	2	0	7	1	2	2	14	4	0	3	15	6	0	0	1	0	1
unclassified Cystobasidiaceae	119	33	8	6	25	6	73	15	30	2	1	9	58	5	8	1	32	4	2	7	18	4	2	2	0	6	7
Erythrobasidium	127	72	14	7	30	15	90	24	67	33	16	24	89	10	16	11	80	24	12	8	17	13	2	21	4	5	11
Symmetrospora	5	21	1	0	5	3	28	2	12	7	0	8	6	3	2	0	11	11	4	9	6	2	0	0	0	1	3
Mixia	5	4	1	1	4	0	8	9	17	1	0	2	3	8	2	1	1	0	0	2	1	0	0	1	0	0	0
Ustilago	42	162	22	18	88	69	331	68	308	41	9	51	51	26	26	41	244	66	32	26	82	26	8	30	14	53	27
Moesziomyces	11	57	10	4	21	11	168	5	66	8	8	8	47	15	5	0	32	87	10	7	8	6	6	1	0	1	6
Sporisorium	78	72	15	8	31	11	142	44	87	10	4	35	89	7	12	6	89	59	14	15	28	16	0	7	3	9	7
Pseudozyma	4	13	1	2	36	11	98	4	20	4	0	3	5	4	3	6	17	12	1	7	2	6	1	1	0	4	0
Anthracocystis	2	39	7	1	28	11	90	5	30	7	6	17	4	5	5	4	27	40	2	3	5	1	0	4	0	0	4
Kalmanozyma	2	31	6	3	11	4	48	6	15	10	0	16	5	2	0	1	11	4	1	2	6	7	1	4	1	1	4
Testicularia	9	10	3	0	8	7	33	7	42	2	1	11	3	4	3	5	13	7	3	2	14	1	0	7	1	0	1
Violaceomyces	18	29	10	3	34	11	95	10	93	5	3	13	9	21	33	8	47	39	46	6	13	2	1	7	25	3	14
Acaromyces	3	49	15	8	34	19	94	16	56	13	2	9	6	5	8	15	101	19	6	5	9	8	2	2	0	3	11
Meira	37	93	19	13	36	29	73	20	68	12	18	3	17	37	4	17	44	6	9	7	12	6	5	11	4	6	26
Tilletiopsis	12	41	9	5	13	6	41	2	52	5	3	7	8	2	4	17	79	24	0	6	7	1	0	2	1	1	4
Tilletia	41	128	32	12	45	50	124	20	149	25	26	30	54	19	17	26	146	65	19	20	45	18	1	25	12	9	34
Jaminaea	10	10	7	0	6	6	18	10	20	1	0	3	3	2	0	1	21	13	9	5	14	8	0	1	0	1	12
Pseudomicrostroma	3	19	4	2	3	6	10	4	11	4	1	1	4	1	1	0	25	5	5	0	5	1	1	0	1	1	2
Ceraceosorus	12	40	7	5	21	15	66	13	39	7	9	12	8	5	3	20	55	16	9	5	16	5	2	10	2	1	11
Golubevia	7	34	15	7	14	5	33	22	40	24	14	8	11	7	5	2	36	10	12	4	16	5	10	7	1	1	6
Malassezia	65	217	58	19	42	49	289	40	239	23	24	76	43	18	24	19	232	133	27	34	84	17	13	7	29	33	34
Wallemia	6	39	10	4	5	6	13	97	32	5	3	8	5	2	9	5	16	7	12	4	13	8	1	6	4	6	6
Basidioascus	3	24	2	4	11	14	26	18	43	9	0	7	3	5	6	0	18	16	7	3	12	6	0	1	1	2	1
Gammaproteobacteria: environmental samples	10	28	2	7	10	6	10	8	24	92	6	1	4	2	1	15	30	1	4	3	10	0	1	3	2	3	9
Francisella	522	275	61	45	55	39	117	57	210	41	16	7	336	49	14	18	191	11	17	17	88	17	6	6	31	70	28
unclassified Francisellaceae	86	21	5	0	3	2	5	1	5	2	0	2	55	0	2	2	33	2	0	2	1	0	0	1	0	3	1
Allofrancisella	9	8	4	2	3	4	9	1	3	4	2	0	19	8	0	4	22	0	0	0	3	1	2	8	2	1	4
unclassified Thiotrichales	216	101	19	11	22	25	42	17	58	7	14	5	126	12	4	27	97	10	6	8	24	2	8	16	4	11	9
Thiomicrospira	229	97	20	12	95	20	110	11	87	20	7	12	126	2	3	5	87	24	11	7	42	13	3	12	1	9	8
Piscirickettsia	51	26	2	2	30	16	86	3	16	11	0	0	37	11	2	6	46	3	4	3	16	2	1	3	5	4	5
Hydrogenovibrio	183	44	10	5	13	15	155	7	45	13	5	7	87	6	7	13	74	5	6	5	10	3	0	7	0	6	6
Cycloclasticus	89	31	6	1	3	3	9	5	17	21	6	3	42	1	0	8	69	1	1	0	6	2	1	2	10	5	4
Methylophaga	354	127	24	16	39	44	107	29	110	37	12	20	183	27	8	33	180	23	16	11	27	17	8	11	9	37	24
unclassified Piscirickettsiaceae	0	3	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	2	0	0
Thiomicrorhabdus	7	23	4	5	10	5	32	1	37	8	5	3	10	11	2	4	32	4	2	2	14	0	0	2	2	8	1
Beggiatoa	177	119	27	21	38	49	86	17	91	17	10	7	119	12	5	19	130	21	14	7	23	6	7	6	6	18	10
Thiothrix	425	281	59	26	47	22	191	31	177	60	29	38	272	18	13	35	329	31	14	16	44	32	3	25	29	35	22
Thioploca	8	25	9	2	5	5	10	1	14	4	2	0	3	5	1	12	20	1	0	7	2	1	0	1	0	3	2
unclassified Thiotrichaceae	142	18	4	3	7	5	17	5	20	9	1	2	88	2	7	4	51	4	2	1	9	5	1	2	2	6	2
Cocleimonas	115	24	7	0	8	9	21	2	24	3	2	1	71	6	1	3	47	1	3	1	5	5	3	0	0	11	2
Caedibacter	6	15	3	0	4	1	7	1	5	1	0	0	5	2	0	4	15	1	0	0	6	0	0	1	0	3	0
Fangia	16	8	4	0	26	4	46	0	8	5	0	3	12	3	6	2	12	9	12	0	22	31	3	0	1	5	2
Cysteiniphilum	40	27	8	5	1	5	5	1	33	1	0	0	20	2	1	3	42	1	3	1	87	4	2	0	3	1	0
unclassified Fastidiosibacteraceae	59	36	8	6	13	6	16	7	20	3	5	3	42	7	3	12	51	3	4	3	7	4	0	7	2	10	0
Thiofilum	42	19	6	2	3	0	7	1	13	1	1	0	24	1	1	2	21	3	2	0	0	2	0	0	0	1	1
Acinetobacter	33850	92241	13044	18322	28500	24131	65000	40725	81387	49682	25730	16734	17911	14051	6264	39899	97413	7297	6936	3482	46417	5416	3441	16933	17471	7674	14468
Moraxella	588	177	42	31	60	48	227	83	268	45	23	56	384	42	23	62	467	51	35	24	62	19	17	30	22	54	37
Psychrobacter	604	309	74	35	64	74	242	154	202	129	68	87	352	53	23	145	432	34	26	8	254	45	9	20	17	111	56
unclassified Moraxellaceae	275	58	8	5	44	13	135	13	77	20	3	13	151	6	4	14	148	12	7	6	46	23	4	6	2	10	8
Paraperlucidibaca	14	8	2	1	1	1	9	3	11	4	0	2	10	1	0	5	6	0	0	0	1	3	0	3	0	0	0
Pseudomonas	3722	5369	939	577	1773	1396	8024	1530	6308	1439	443	2144	2876	724	931	722	6790	3324	804	959	1575	603	71	373	202	353	912
unclassified Pseudomonadaceae	2	11	3	0	2	10	11	11	28	2	1	6	4	4	2	1	13	43	7	2	6	3	0	3	0	1	3
Rugamonas	6	51	11	8	33	9	153	14	53	15	3	34	9	12	10	4	75	50	3	8	13	4	2	0	0	2	9
Permianibacter	1	7	1	2	2	4	12	4	13	2	0	7	5	1	1	1	4	3	1	3	0	2	2	0	0	0	1
Thiopseudomonas	3	8	2	0	1	2	19	9	19	1	1	6	4	2	0	3	16	9	1	7	8	2	0	0	0	0	9
Oblitimonas	133	47	10	9	2	1	5	2	12	2	7	1	77	8	0	4	46	2	2	5	5	0	3	0	5	5	2
Azotobacter	21	40	8	4	12	27	71	8	77	10	13	28	13	3	6	11	61	33	5	4	17	6	4	5	3	6	10
unclassified Pseudomonadales	43	33	6	2	7	2	24	5	17	2	1	8	25	8	4	1	42	15	2	4	3	1	1	2	0	2	7
Citrobacter	992	1594	423	181	110	99	454	266	2443	62	79	174	455	34	144	81	1018	387	218	62	69	45	15	1885	152	58	124
Enterobacter	4444	7570	1582	1050	7429	4374	29836	2479	7955	3056	1089	16323	3228	1933	2404	4991	15190	6350	1947	3069	1903	831	13	5960	117	593	1995
Escherichia	14867	714889	125738	87418	5843	6578	19859	147756	15129	11861	46973	82792	8152	9551	28240	3950	30514	62417	34917	2602	3610	1126	2362	4608	30236	2448	17680
Klebsiella	13625	122136	160515	11590	1916	1529	7925	3007	5879	1037	5016	1991	2781	652	952	742	6630	1860	693	853	1143	246	104	804	2964	198	1045
Kluyvera	0	5	0	0	1	4	4	0	8	0	1	3	0	0	0	0	3	1	0	0	3	1	0	0	1	1	0
Salmonella	10165	47046	5665	14442	1313	2990	5608	5557	6993	2294	2049	1989	4911	1531	960	3473	16511	1527	1467	669	1433	372	757	1356	1850	1981	2449
Shigella	5176	67461	14334	10602	995	14	3947	13043	1081	1729	3003	1499	3286	10	174	8	1200	398	392	10	2	61	5	9	1409	13	1088
Buttiauxella	132	54	16	14	6	13	20	19	55	4	8	3	87	2	3	6	55	11	9	3	3	4	1	13	6	6	9
Leclercia	76	298	77	33	47	34	213	85	116	10	37	749	64	42	16	48	235	46	15	12	30	5	1	66	6	6	59
Cedecea	113	106	31	20	10	16	62	24	40	3	11	24	60	9	8	10	134	19	5	7	4	1	1	15	3	9	11
Trabulsiella	55	70	22	7	9	4	21	13	15	7	6	6	47	8	0	2	30	2	3	1	11	2	0	8	1	4	1
Yokenella	83	44	11	5	11	6	22	6	28	5	5	5	41	1	1	3	33	8	2	5	3	2	0	10	1	3	3
Raoultella	22	287	65	18	12	42	59	46	88	20	6	35	15	8	4	13	63	22	6	6	27	1	0	20	10	2	8
Candidatus Riesia	259	72	20	10	10	8	6	0	23	3	3	4	170	7	1	13	174	6	3	0	0	2	2	7	1	16	3
Candidatus Ishikawaella	0	2	1	0	2	1	5	5	2	4	1	3	2	1	1	2	0	0	0	0	2	0	0	3	0	0	0
Cronobacter	296	1195	281	126	503	386	1972	530	1884	441	184	240	287	225	190	185	1212	403	181	150	435	137	51	108	94	53	214
Mangrovibacter	47	33	10	5	3	5	17	11	20	7	7	5	34	1	0	12	62	7	5	2	8	0	0	9	1	4	3
Gibbsiella	10	17	6	8	12	5	31	10	49	6	0	15	7	1	4	3	30	10	7	1	7	5	0	6	1	0	4
Candidatus Moranella	37	3	1	0	0	0	3	0	6	1	0	0	28	0	0	0	9	0	1	0	0	2	0	1	0	2	0
Lelliottia	114	124	39	14	19	3	67	25	42	8	8	6	70	5	9	9	62	13	6	5	6	3	0	12	11	12	6
Pluralibacter	5	33	11	1	11	5	27	10	23	5	8	11	5	1	2	0	22	18	5	3	5	4	0	13	4	0	10
Kosakonia	64	114	57	20	35	12	134	31	73	8	9	19	49	13	14	7	72	29	10	8	17	9	5	28	11	14	10
Shimwellia	45	35	9	5	1	7	28	4	11	2	2	16	20	5	1	5	46	5	1	2	5	0	0	7	1	0	4
Rosenbergiella	143	14	0	0	2	2	5	0	4	2	0	2	68	1	1	6	29	2	1	1	2	0	0	2	0	11	1
Pseudocitrobacter	138	107	31	13	4	6	23	16	23	9	9	8	96	3	3	7	103	11	8	4	5	0	1	53	2	7	7
Franconibacter	49	79	21	10	9	16	36	20	41	8	8	11	15	6	4	7	38	25	4	6	12	2	0	14	3	5	6
Siccibacter	7	52	16	6	6	3	15	5	18	1	3	5	8	0	1	4	26	10	3	0	2	1	0	2	1	2	3
Izhakiella	56	20	5	5	3	5	16	4	37	0	4	6	30	1	4	3	17	8	7	7	16	5	0	1	0	1	4
Enterobacillus	1	0	0	0	0	0	2	3	1	1	0	1	0	0	1	0	1	4	0	1	0	0	0	0	0	0	1
Atlantibacter	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Metakosakonia	67	33	10	10	4	7	14	9	18	0	3	11	36	1	2	1	29	6	1	4	0	0	0	7	3	0	3
Pseudescherichia	0	33	4	7	1	1	1	2	17	3	0	2	1	1	1	0	4	3	0	0	1	0	0	1	1	0	1
Edaphovirga	72	34	5	3	12	17	43	7	21	10	1	1	31	2	2	2	22	7	2	4	8	2	1	2	0	9	10
unclassified Enterobacteriaceae (miscellaneous)	165	493	146	53	110	136	472	112	284	60	60	82	128	20	51	49	360	281	74	32	54	19	5	306	26	81	67
Candidatus Purcelliella	149	20	0	6	6	1	4	18	10	4	2	0	71	3	6	5	21	0	4	0	7	0	0	1	1	4	2
Candidatus Annandia	40	15	4	2	3	2	5	4	9	10	1	3	27	6	4	3	12	0	2	1	11	0	0	1	1	3	2
Candidatus Tachikawaea	60	5	3	1	1	6	1	2	8	2	1	0	31	2	1	6	10	4	1	0	8	5	1	0	0	4	7
Candidatus Doolittlea	155	11	4	1	1	1	8	2	40	2	0	2	81	0	0	3	47	0	0	1	2	0	0	0	0	4	0
Candidatus Hoaglandella	3	10	0	1	0	1	3	0	1	0	0	1	4	0	0	0	2	1	0	0	0	0	0	0	0	0	0
Candidatus Blochmannia	140	53	10	6	42	17	66	13	43	11	10	6	88	15	16	9	80	15	17	5	15	10	2	5	3	8	13
Candidatus Westeberhardia	82	25	3	2	4	5	3	0	10	3	0	2	53	2	1	4	70	0	5	6	3	0	0	0	0	7	0
Candidatus Hamiltonella	120	27	4	0	4	7	4	3	20	3	2	4	67	9	1	3	24	0	2	1	2	0	0	0	5	12	10
Candidatus Regiella	3	6	0	1	3	1	13	1	15	0	0	2	1	2	2	1	0	6	5	0	1	0	1	0	0	1	15
Erwinia	835	470	109	66	108	92	393	158	394	76	56	114	508	66	45	71	556	105	69	39	102	27	20	39	14	73	57
Buchnera	632	308	107	73	111	87	121	106	269	104	33	10	414	98	24	66	329	19	55	23	86	29	12	37	13	80	103
Wigglesworthia	5	8	6	4	3	4	3	9	0	0	0	1	12	1	3	3	13	7	6	0	8	1	1	17	0	1	16
Pantoea	1265	722	158	72	205	122	713	205	644	89	50	138	771	75	63	110	964	231	72	96	204	51	13	59	47	69	130
Tatumella	48	12	6	3	5	10	19	0	14	7	1	3	29	10	3	9	13	1	2	0	6	0	1	2	1	7	3
Phaseolibacter	144	23	5	3	6	4	18	5	15	1	1	3	104	5	2	19	63	2	1	1	6	2	3	0	0	9	0
